#      mass       lower
 8.9907e-03  8.6407e-04
 9.0814e-03  7.2182e-04
 9.1546e-03  7.9461e-04
 9.2284e-03  8.5336e-04
 9.3215e-03  7.5999e-04
 9.3967e-03  7.7505e-04
 9.4724e-03  7.2953e-04
 9.5488e-03  7.1536e-04
 9.6258e-03  6.3732e-04
 9.7034e-03  5.4781e-04
 9.8013e-03  5.9897e-04
 9.8803e-03  5.3349e-04
 9.9599e-03  5.4942e-04
 1.0040e-02  5.5223e-04
 1.0121e-02  4.5116e-04
 1.0182e-02  5.2299e-04
 1.0264e-02  3.7303e-04
 1.0347e-02  4.3941e-04
 1.0431e-02  4.3410e-04
 1.0515e-02  5.7989e-04
 1.0599e-02  6.0834e-04
 1.0663e-02  6.2034e-04
 1.0749e-02  5.7065e-04
 1.0836e-02  5.8187e-04
 1.0923e-02  5.7263e-04
 1.1034e-02  6.0828e-04
 1.1123e-02  6.3482e-04
 1.1235e-02  5.8284e-04
 1.1325e-02  5.8386e-04
 1.1440e-02  5.6146e-04
 1.1532e-02  5.6445e-04
 1.1625e-02  5.0035e-04
 1.1742e-02  4.5587e-04
 1.1837e-02  5.0203e-04
 1.1932e-02  5.6240e-04
 1.2028e-02  6.1040e-04
 1.2125e-02  5.6641e-04
 1.2223e-02  5.7147e-04
 1.2322e-02  5.4854e-04
 1.2421e-02  4.2540e-04
 1.2521e-02  4.6181e-04
 1.2622e-02  4.2672e-04
 1.2724e-02  4.2814e-04
 1.2827e-02  4.5203e-04
 1.2930e-02  5.4753e-04
 1.3034e-02  5.1446e-04
 1.3139e-02  5.5539e-04
 1.3245e-02  4.7574e-04
 1.3325e-02  5.2275e-04
 1.3433e-02  4.5994e-04
 1.3541e-02  3.1711e-04
 1.3623e-02  3.8307e-04
 1.3733e-02  3.5153e-04
 1.3843e-02  4.6729e-04
 1.3927e-02  5.1810e-04
 1.4039e-02  6.1039e-04
 1.4124e-02  5.7043e-04
 1.4238e-02  5.8692e-04
 1.4324e-02  5.3593e-04
 1.4439e-02  5.8797e-04
 1.4527e-02  5.3976e-04
 1.4644e-02  4.4851e-04
 1.4762e-02  4.9640e-04
 1.4881e-02  6.1696e-04
 1.5001e-02  7.0897e-04
 1.5122e-02  6.6372e-04
 1.5244e-02  6.7687e-04
 1.5366e-02  6.4048e-04
 1.5459e-02  6.4852e-04
 1.5584e-02  5.4459e-04
 1.5710e-02  4.4291e-04
 1.5836e-02  4.3586e-04
 1.5964e-02  5.1716e-04
 1.6060e-02  5.5935e-04
 1.6190e-02  5.1166e-04
 1.6320e-02  5.0263e-04
 1.6419e-02  5.5340e-04
 1.6551e-02  5.4849e-04
 1.6685e-02  4.9112e-04
 1.6786e-02  5.3118e-04
 1.6921e-02  6.2026e-04
 1.7023e-02  5.8588e-04
 1.7160e-02  5.6135e-04
 1.7264e-02  7.8901e-04
 1.7403e-02  7.4660e-04
 1.7508e-02  6.7928e-04
 1.7649e-02  6.5316e-04
 1.7756e-02  6.6967e-04
 1.7863e-02  5.8692e-04
 1.8007e-02  4.7308e-04
 1.8116e-02  4.9906e-04
 1.8226e-02  5.1076e-04
 1.8336e-02  5.3976e-04
 1.8483e-02  4.6554e-04
 1.8595e-02  6.0606e-04
 1.8745e-02  6.3707e-04
 1.8896e-02  6.2026e-04
 1.9048e-02  7.3338e-04
 1.9164e-02  6.8171e-04
 1.9318e-02  6.7566e-04
 1.9435e-02  4.9906e-04
 1.9591e-02  6.2581e-04
 1.9749e-02  5.3785e-04
 1.9869e-02  4.6306e-04
 2.0029e-02  4.7223e-04
 2.0150e-02  4.1759e-04
 2.0312e-02  4.1908e-04
 2.0435e-02  3.5256e-04
 2.0558e-02  3.6534e-04
 2.0724e-02  4.1759e-04
 2.0849e-02  3.8541e-04
 2.0975e-02  3.2482e-04
 2.1144e-02  4.0297e-04
 2.1272e-02  3.5635e-04
 2.1401e-02  3.0793e-04
 2.1573e-02  3.2079e-04
 2.1704e-02  4.6804e-04
 2.1835e-02  6.2917e-04
 2.1967e-02  5.9429e-04
 2.2099e-02  6.2581e-04
 2.2233e-02  7.2691e-04
 2.2412e-02  7.3468e-04
 2.2593e-02  5.2273e-04
 2.2729e-02  3.8403e-04
 2.2912e-02  3.9444e-04
 2.3051e-02  4.1168e-04
 2.3237e-02  3.4756e-04
 2.3377e-02  3.3182e-04
 2.3518e-02  3.7125e-04
 2.3708e-02  3.7591e-04
 2.3851e-02  3.6340e-04
 2.3995e-02  3.3960e-04
 2.4189e-02  3.9585e-04
 2.4335e-02  4.1241e-04
 2.4482e-02  4.8503e-04
 2.4679e-02  6.0714e-04
 2.4828e-02  5.7247e-04
 2.4978e-02  6.0068e-04
 2.5129e-02  5.6035e-04
 2.5281e-02  5.9748e-04
 2.5433e-02  5.1624e-04
 2.5638e-02  5.4947e-04
 2.5793e-02  5.2835e-04
 2.5949e-02  5.5143e-04
 2.6106e-02  4.9728e-04
 2.6264e-02  4.6721e-04
 2.6475e-02  4.1759e-04
 2.6635e-02  3.7928e-04
 2.6796e-02  3.4942e-04
 2.7012e-02  3.3123e-04
 2.7175e-02  4.2814e-04
 2.7340e-02  3.6665e-04
 2.7560e-02  4.2586e-04
 2.7726e-02  5.0803e-04
 2.7894e-02  5.4460e-04
 2.8062e-02  6.6967e-04
 2.8232e-02  5.4850e-04
 2.8460e-02  6.2027e-04
 2.8631e-02  5.0894e-04
 2.8804e-02  4.3896e-04
 2.8978e-02  5.0173e-04
 2.9153e-02  3.9515e-04
 2.9330e-02  4.3818e-04
 2.9507e-02  5.0533e-04
 2.9685e-02  5.4654e-04
 2.9864e-02  4.9375e-04
 3.0105e-02  3.7725e-04
 3.0287e-02  3.8609e-04
 3.0470e-02  3.4632e-04
 3.0654e-02  3.3779e-04
 3.0901e-02  3.6470e-04
 3.1088e-02  4.3975e-04
 3.1276e-02  4.7476e-04
 3.1464e-02  4.1095e-04
 3.1655e-02  4.3507e-04
 3.1910e-02  5.0353e-04
 3.2102e-02  6.2360e-04
 3.2296e-02  6.2694e-04
 3.2491e-02  6.2694e-04
 3.2688e-02  6.3255e-04
 3.2885e-02  5.5637e-04
 3.3084e-02  4.4686e-04
 3.3284e-02  3.9656e-04
 3.3485e-02  4.0585e-04
 3.3687e-02  3.1343e-04
 3.3891e-02  3.5193e-04
 3.4095e-02  4.2058e-04
 3.4370e-02  4.9552e-04
