#      mass       lower       upper
 1.0300e-03  1.1093e-04  6.8140e-02
 1.0465e-03  1.1053e-04  5.6661e-02
 1.0485e-03  1.1048e-04  5.6281e-02
 1.0595e-03  1.1045e-04  5.4114e-02
 1.0753e-03  1.1042e-04  4.5095e-02
 1.1099e-03  1.1034e-04  3.9852e-02
 1.1187e-03  1.1032e-04  3.5856e-02
 1.1826e-03  1.1017e-04  2.8519e-02
 1.1830e-03  1.1018e-04  2.8500e-02
 1.1860e-03  1.1030e-04  2.8366e-02
 1.2011e-03  1.1090e-04  2.7798e-02
 1.2712e-03  1.1382e-04  2.5006e-02
 1.3245e-03  1.1600e-04  2.2649e-02
 1.3385e-03  1.1656e-04  2.2191e-02
 1.3578e-03  1.1737e-04  2.1545e-02
 1.4880e-03  1.2300e-04  1.9011e-02
 1.5357e-03  1.2502e-04  1.7995e-02
 1.5590e-03  1.2601e-04  1.7558e-02
 1.6524e-03  1.3004e-04  1.6298e-02
 1.6683e-03  1.3072e-04  1.6073e-02
 1.7898e-03  1.3585e-04  1.4561e-02
 1.8188e-03  1.3708e-04  1.4295e-02
 1.8332e-03  1.3768e-04  1.4170e-02
 1.9661e-03  1.4328e-04  1.2964e-02
 2.0319e-03  1.4602e-04  1.2323e-02
 2.0550e-03  1.4697e-04  1.2089e-02
 2.1700e-03  1.5182e-04  1.1355e-02
 2.2499e-03  1.5510e-04  1.0848e-02
 2.3595e-03  1.5958e-04  1.0111e-02
 2.4899e-03  1.6493e-04  9.5343e-03
 2.5997e-03  1.6940e-04  9.0194e-03
 2.7092e-03  1.7374e-04  8.5031e-03
 2.7538e-03  1.7555e-04  8.3651e-03
 2.8743e-03  1.8039e-04  7.9805e-03
 3.0432e-03  1.8709e-04  7.4081e-03
 3.0988e-03  1.8930e-04  7.2097e-03
 3.1105e-03  1.8976e-04  7.1732e-03
 3.1139e-03  1.8990e-04  7.1644e-03
 3.3605e-03  1.9965e-04  6.5224e-03
 3.5713e-03  2.0790e-04  5.9185e-03
 3.6125e-03  2.0957e-04  5.8005e-03
 3.6905e-03  2.1269e-04  5.6905e-03
 4.0646e-03  2.2711e-04  4.9529e-03
 4.0900e-03  2.2808e-04  4.8989e-03
 4.1004e-03  2.2849e-04  4.8765e-03
 4.3535e-03  2.3853e-04  4.5197e-03
 4.5055e-03  2.4437e-04  4.3047e-03
 4.7079e-03  2.5237e-04  4.0005e-03
 4.9586e-03  2.6225e-04  3.7423e-03
 5.0989e-03  2.6801e-04  3.5897e-03
 5.4054e-03  2.8018e-04  3.2544e-03
 5.4508e-03  2.8199e-04  3.2203e-03
 5.5461e-03  2.8597e-04  3.1478e-03
 5.9132e-03  3.0144e-04  2.8510e-03
 5.9806e-03  3.0420e-04  2.7971e-03
 6.2063e-03  3.1430e-04  2.6083e-03
 6.5471e-03  3.2936e-04  2.4065e-03
 6.7713e-03  3.4050e-04  2.2641e-03
 7.1258e-03  3.5740e-04  2.0395e-03
 7.1792e-03  3.6015e-04  2.0156e-03
 7.6361e-03  3.8631e-04  1.7978e-03
 7.7626e-03  3.9325e-04  1.7395e-03
 8.1814e-03  4.2243e-04  1.5306e-03
 8.3806e-03  4.3596e-04  1.4572e-03
 8.4597e-03  4.4298e-04  1.4270e-03
 8.5856e-03  4.5392e-04  1.3771e-03
 8.9197e-03  4.8760e-04  1.2347e-03
 8.9598e-03  4.9150e-04  1.2178e-03
 9.1563e-03  5.2285e-04  1.1318e-03
 9.1891e-03  5.2802e-04  1.0907e-03
 9.3937e-03  5.5887e-04  1.0002e-03
 9.4508e-03  5.6774e-04  9.7574e-04
 9.4739e-03  5.7367e-04  9.6558e-04
 9.6277e-03  6.3792e-04  8.9373e-04
 9.7002e-03  6.6808e-04  8.4355e-04
 9.7456e-03  6.8844e-04  8.0874e-04
 9.7692e-03  1.0000e+05  1.0000e+05
