#      mass       lower       upper
 1.0300e-03  3.8179e-08  1.2274e-03
 1.0381e-03  3.7500e-08  1.1266e-03
 1.0449e-03  3.6921e-08  1.1013e-03
 1.0459e-03  3.6835e-08  1.0915e-03
 1.0573e-03  3.5906e-08  9.7242e-04
 1.0638e-03  3.5471e-08  8.9740e-04
 1.0924e-03  3.3494e-08  8.1441e-04
 1.1048e-03  3.2595e-08  7.1372e-04
 1.1276e-03  3.0876e-08  6.6834e-04
 1.1664e-03  2.8521e-08  5.8301e-04
 1.1680e-03  2.8431e-08  5.7916e-04
 1.1700e-03  2.8321e-08  5.6733e-04
 1.1826e-03  2.7615e-08  5.4449e-04
 1.2113e-03  2.7402e-08  5.2506e-04
 1.3114e-03  2.6732e-08  4.5089e-04
 1.3578e-03  2.6415e-08  4.2357e-04
 1.4255e-03  2.6299e-08  4.0121e-04
 1.5453e-03  2.6109e-08  3.5826e-04
 1.5590e-03  2.6088e-08  3.5374e-04
 1.5961e-03  2.6090e-08  3.4446e-04
 1.6445e-03  2.6091e-08  3.3339e-04
 1.7898e-03  2.6099e-08  2.9766e-04
 1.8693e-03  2.6155e-08  2.8460e-04
 1.8849e-03  2.6166e-08  2.8107e-04
 1.9606e-03  2.6217e-08  2.6315e-04
 2.0550e-03  2.6281e-08  2.5355e-04
 2.1541e-03  2.6372e-08  2.4298e-04
 2.3035e-03  2.6501e-08  2.2608e-04
 2.3595e-03  2.6550e-08  2.1965e-04
 2.4577e-03  2.6649e-08  2.1092e-04
 2.4638e-03  2.6655e-08  2.1037e-04
 2.7092e-03  2.6895e-08  1.8835e-04
 2.8003e-03  2.6992e-08  1.8254e-04
 2.8455e-03  2.7037e-08  1.7958e-04
 3.1105e-03  2.7299e-08  1.6184e-04
 3.1878e-03  2.7379e-08  1.5855e-04
 3.5391e-03  2.7722e-08  1.4265e-04
 3.5713e-03  2.7754e-08  1.4113e-04
 3.6260e-03  2.7809e-08  1.3902e-04
 3.6282e-03  2.7812e-08  1.3894e-04
 4.1004e-03  2.8255e-08  1.2062e-04
 4.3736e-03  2.8509e-08  1.1331e-04
 4.3875e-03  2.8521e-08  1.1293e-04
 4.6826e-03  2.8780e-08  1.0470e-04
 4.7079e-03  2.8802e-08  1.0396e-04
 4.7383e-03  2.8828e-08  1.0303e-04
 4.9258e-03  2.8987e-08  9.7051e-05
 5.4054e-03  2.9389e-08  9.0579e-05
 5.4412e-03  2.9418e-08  9.0006e-05
 6.0340e-03  2.9892e-08  8.0273e-05
 6.2063e-03  3.0022e-08  7.7216e-05
 6.7141e-03  3.0407e-08  7.1493e-05
 6.8441e-03  3.0505e-08  6.9995e-05
 7.1258e-03  3.0706e-08  6.6633e-05
 7.7594e-03  3.1154e-08  6.1374e-05
 7.9145e-03  3.1259e-08  6.0017e-05
 8.1814e-03  3.1437e-08  5.7750e-05
 8.3236e-03  3.1532e-08  5.6789e-05
 8.7930e-03  3.1843e-08  5.3614e-05
 9.3937e-03  3.2217e-08  4.9253e-05
 1.0197e-02  3.2705e-08  4.5443e-05
 1.0265e-02  3.2745e-08  4.5107e-05
 1.0785e-02  3.3045e-08  4.2516e-05
 1.1278e-02  3.3330e-08  4.0765e-05
 1.1802e-02  3.3616e-08  3.8816e-05
 1.2383e-02  3.3929e-08  3.6693e-05
 1.2686e-02  3.4093e-08  3.5830e-05
 1.2765e-02  3.4135e-08  3.5610e-05
 1.4218e-02  3.4875e-08  3.1284e-05
 1.5621e-02  3.5551e-08  2.8461e-05
 1.5974e-02  3.5719e-08  2.7453e-05
 1.6317e-02  3.5881e-08  2.6990e-05
 1.6324e-02  3.5885e-08  2.6980e-05
 1.6329e-02  3.5886e-08  2.6972e-05
 1.6372e-02  3.5906e-08  2.6909e-05
 1.7747e-02  3.6526e-08  2.4759e-05
 1.8456e-02  3.6841e-08  2.3666e-05
 1.8743e-02  3.6964e-08  2.3209e-05
 1.9242e-02  3.7169e-08  2.2608e-05
 2.0858e-02  3.7825e-08  2.0621e-05
 2.1520e-02  3.8082e-08  1.9749e-05
 2.2411e-02  3.8419e-08  1.9010e-05
