#      mass       lower       upper
 1.0300e-03  1.1132e-04  6.9164e-02
 1.0465e-03  1.1092e-04  5.7244e-02
 1.0485e-03  1.1087e-04  5.6846e-02
 1.0595e-03  1.1085e-04  5.4606e-02
 1.0753e-03  1.1081e-04  4.5470e-02
 1.1099e-03  1.1073e-04  4.0148e-02
 1.1187e-03  1.1071e-04  3.6117e-02
 1.1826e-03  1.1056e-04  2.8710e-02
 1.1830e-03  1.1057e-04  2.8690e-02
 1.1860e-03  1.1069e-04  2.8555e-02
 1.2011e-03  1.1130e-04  2.7980e-02
 1.2712e-03  1.1422e-04  2.5164e-02
 1.3245e-03  1.1641e-04  2.2789e-02
 1.3385e-03  1.1698e-04  2.2328e-02
 1.3578e-03  1.1779e-04  2.1677e-02
 1.4880e-03  1.2344e-04  1.9125e-02
 1.5357e-03  1.2547e-04  1.8103e-02
 1.5590e-03  1.2646e-04  1.7663e-02
 1.6524e-03  1.3050e-04  1.6394e-02
 1.6683e-03  1.3119e-04  1.6168e-02
 1.7898e-03  1.3632e-04  1.4647e-02
 1.8188e-03  1.3757e-04  1.4379e-02
 1.8332e-03  1.3817e-04  1.4253e-02
 1.9661e-03  1.4379e-04  1.3040e-02
 2.0319e-03  1.4653e-04  1.2395e-02
 2.0550e-03  1.4749e-04  1.2160e-02
 2.1700e-03  1.5236e-04  1.1422e-02
 2.2499e-03  1.5565e-04  1.0912e-02
 2.3595e-03  1.6014e-04  1.0170e-02
 2.4899e-03  1.6551e-04  9.5902e-03
 2.5997e-03  1.7000e-04  9.0723e-03
 2.7092e-03  1.7435e-04  8.5531e-03
 2.7538e-03  1.7617e-04  8.4143e-03
 2.8743e-03  1.8103e-04  8.0275e-03
 3.0432e-03  1.8775e-04  7.4518e-03
 3.0988e-03  1.8996e-04  7.2523e-03
 3.1105e-03  1.9043e-04  7.2156e-03
 3.1139e-03  1.9056e-04  7.2067e-03
 3.3605e-03  2.0035e-04  6.5611e-03
 3.5713e-03  2.0862e-04  5.9538e-03
 3.6125e-03  2.1030e-04  5.8350e-03
 3.6905e-03  2.1343e-04  5.7244e-03
 4.0646e-03  2.2789e-04  4.9826e-03
 4.0900e-03  2.2887e-04  4.9284e-03
 4.1004e-03  2.2928e-04  4.9058e-03
 4.3535e-03  2.3935e-04  4.5470e-03
 4.5055e-03  2.4521e-04  4.3308e-03
 4.7079e-03  2.5323e-04  4.0249e-03
 4.9586e-03  2.6313e-04  3.7652e-03
 5.0989e-03  2.6891e-04  3.6118e-03
 5.4054e-03  2.8112e-04  3.2747e-03
 5.4508e-03  2.8293e-04  3.2404e-03
 5.5461e-03  2.8691e-04  3.1675e-03
 5.9132e-03  3.0242e-04  2.8690e-03
 5.9806e-03  3.0518e-04  2.8148e-03
 6.2063e-03  3.1530e-04  2.6250e-03
 6.5471e-03  3.3039e-04  2.4221e-03
 6.7713e-03  3.4153e-04  2.2789e-03
 7.1258e-03  3.5844e-04  2.0532e-03
 7.1792e-03  3.6118e-04  2.0291e-03
 7.6361e-03  3.8734e-04  1.8103e-03
 7.7626e-03  3.9426e-04  1.7517e-03
 8.1814e-03  4.2336e-04  1.5419e-03
 8.3806e-03  4.3684e-04  1.4682e-03
 8.4597e-03  4.4383e-04  1.4379e-03
 8.5856e-03  4.5471e-04  1.3879e-03
 8.9197e-03  4.8812e-04  1.2451e-03
 8.9598e-03  4.9198e-04  1.2282e-03
 9.1563e-03  5.2296e-04  1.1422e-03
 9.1891e-03  5.2797e-04  1.1010e-03
 9.3937e-03  5.5809e-04  1.0110e-03
 9.4508e-03  5.6669e-04  9.8667e-04
 9.4739e-03  5.7245e-04  9.7665e-04
 9.6277e-03  6.3421e-04  9.0725e-04
 9.7002e-03  6.6134e-04  8.5996e-04
 9.7456e-03  6.7777e-04  8.2899e-04
 9.7692e-03  1.0000e+05  1.0000e+05
