#      mass       lower       upper
 1.0300e-03  1.3686e-05  2.1269e-02
 1.0448e-03  1.3477e-05  1.8010e-02
 1.0567e-03  1.3308e-05  1.7257e-02
 1.0733e-03  1.3067e-05  1.4306e-02
 1.1073e-03  1.2560e-05  1.2681e-02
 1.1169e-03  1.2412e-05  1.1364e-02
 1.1821e-03  1.1365e-05  9.0491e-03
 1.1826e-03  1.1357e-05  9.0271e-03
 1.1830e-03  1.1357e-05  9.0220e-03
 1.1834e-03  1.1357e-05  9.0171e-03
 1.1926e-03  1.1365e-05  8.9128e-03
 1.3305e-03  1.1466e-05  7.1705e-03
 1.3496e-03  1.1479e-05  6.9790e-03
 1.3578e-03  1.1488e-05  6.8958e-03
 1.3683e-03  1.1512e-05  6.7961e-03
 1.4284e-03  1.1632e-05  6.1976e-03
 1.5590e-03  1.1888e-05  5.6964e-03
 1.5591e-03  1.1888e-05  5.6956e-03
 1.6647e-03  1.2134e-05  5.0468e-03
 1.7117e-03  1.2242e-05  4.9312e-03
 1.7898e-03  1.2427e-05  4.7331e-03
 1.8652e-03  1.2604e-05  4.5242e-03
 1.9150e-03  1.2719e-05  4.3879e-03
 2.0550e-03  1.3022e-05  3.9793e-03
 2.1589e-03  1.3179e-05  3.7817e-03
 2.2527e-03  1.3324e-05  3.5937e-03
 2.3595e-03  1.3486e-05  3.3787e-03
 2.4332e-03  1.3592e-05  3.2785e-03
 2.6412e-03  1.3897e-05  2.9779e-03
 2.7092e-03  1.3994e-05  2.8842e-03
 2.7360e-03  1.4031e-05  2.8545e-03
 2.7403e-03  1.4037e-05  2.8500e-03
 2.9334e-03  1.4307e-05  2.6405e-03
 3.0838e-03  1.4514e-05  2.4651e-03
 3.1105e-03  1.4552e-05  2.4326e-03
 3.3307e-03  1.4847e-05  2.2674e-03
 3.4676e-03  1.5027e-05  2.1616e-03
 3.5713e-03  1.5167e-05  2.0780e-03
 3.7300e-03  1.5374e-05  1.9364e-03
 3.8948e-03  1.5587e-05  1.8738e-03
 4.0797e-03  1.5832e-05  1.8011e-03
 4.1004e-03  1.5859e-05  1.7891e-03
 4.3629e-03  1.6242e-05  1.6046e-03
 4.3763e-03  1.6261e-05  1.5946e-03
 4.7079e-03  1.6754e-05  1.4919e-03
 4.8763e-03  1.6987e-05  1.4334e-03
 4.8839e-03  1.6998e-05  1.4306e-03
 5.4054e-03  1.7741e-05  1.2421e-03
 5.4442e-03  1.7798e-05  1.2273e-03
 5.5478e-03  1.7960e-05  1.1867e-03
 5.5811e-03  1.8011e-05  1.1808e-03
 5.8232e-03  1.8394e-05  1.1364e-03
 6.0573e-03  1.8755e-05  1.0763e-03
 6.2063e-03  1.9005e-05  1.0363e-03
 6.7008e-03  1.9956e-05  9.4995e-04
 6.9533e-03  2.0475e-05  9.0269e-04
 7.1258e-03  2.0824e-05  8.7027e-04
 7.3893e-03  2.1343e-05  8.3454e-04
 7.8591e-03  2.2351e-05  7.6672e-04
 8.0144e-03  2.2675e-05  7.4695e-04
 8.1281e-03  2.2924e-05  7.3214e-04
 8.1814e-03  2.3053e-05  7.2509e-04
 8.2082e-03  2.3118e-05  7.2094e-04
 8.2582e-03  2.3239e-05  7.1702e-04
 8.9099e-03  2.4764e-05  6.4897e-04
 9.3937e-03  2.6009e-05  5.9344e-04
 9.7001e-03  2.6908e-05  5.6957e-04
 1.0286e-02  2.8546e-05  5.2405e-04
 1.0584e-02  2.9455e-05  4.9935e-04
 1.0785e-02  3.0126e-05  4.8196e-04
 1.1291e-02  3.1910e-05  4.5243e-04
 1.1460e-02  3.2482e-05  4.4286e-04
 1.2383e-02  3.5575e-05  3.8630e-04
 1.2423e-02  3.5748e-05  3.8459e-04
 1.2468e-02  3.5939e-05  3.8263e-04
 1.2992e-02  3.8561e-05  3.5937e-04
 1.3314e-02  4.0092e-05  3.4545e-04
 1.4218e-02  4.3877e-05  3.0309e-04
 1.4371e-02  4.4445e-05  2.9556e-04
 1.4430e-02  4.4687e-05  2.9258e-04
 1.4567e-02  4.5242e-05  2.8931e-04
 1.4727e-02  4.6010e-05  2.8545e-04
 1.5476e-02  4.9449e-05  2.5904e-04
 1.6256e-02  5.5315e-05  2.2830e-04
 1.6300e-02  5.5627e-05  2.2674e-04
 1.6324e-02  5.5792e-05  2.2576e-04
 1.6411e-02  5.6460e-05  2.2330e-04
 1.6457e-02  5.6960e-05  2.2197e-04
 1.7340e-02  6.4842e-05  1.9499e-04
 1.7778e-02  6.9958e-05  1.8010e-04
 1.7936e-02  7.1708e-05  1.7020e-04
 1.7971e-02  7.2277e-05  1.6791e-04
 1.8175e-02  7.5483e-05  1.6232e-04
 1.8743e-02  8.5922e-05  1.4561e-04
 1.8818e-02  8.7713e-05  1.4306e-04
 1.8844e-02  8.8310e-05  1.4178e-04
 1.8881e-02  8.9179e-05  1.3990e-04
 1.8911e-02  9.0277e-05  1.3836e-04
 1.9132e-02  1.0000e+05  1.0000e+05
 1.9137e-02  1.0000e+05  1.0000e+05
