#      mass       lower       upper
 1.0300e-03  1.1257e-06  3.7600e-03
 1.0416e-03  1.1018e-06  3.6191e-03
 1.0513e-03  1.0816e-06  3.4977e-03
 1.0692e-03  1.0433e-06  2.8748e-03
 1.1016e-03  9.6983e-07  2.5702e-03
 1.1125e-03  9.4377e-07  2.2836e-03
 1.1180e-03  9.3055e-07  2.0796e-03
 1.1266e-03  9.0917e-07  2.0451e-03
 1.1807e-03  8.1354e-07  1.8139e-03
 1.1826e-03  8.1004e-07  1.8025e-03
 1.2905e-03  7.8599e-07  1.5522e-03
 1.3333e-03  7.7732e-07  1.4409e-03
 1.3578e-03  7.7233e-07  1.3935e-03
 1.4317e-03  7.6794e-07  1.2503e-03
 1.5079e-03  7.6337e-07  1.1947e-03
 1.5590e-03  7.6057e-07  1.1559e-03
 1.5728e-03  7.6045e-07  1.1446e-03
 1.7371e-03  7.5907e-07  1.0139e-03
 1.7898e-03  7.5871e-07  9.6821e-04
 1.8447e-03  7.5945e-07  9.3926e-04
 1.9001e-03  7.6014e-07  9.0912e-04
 2.0550e-03  7.6208e-07  8.2455e-04
 2.2756e-03  7.6714e-07  7.4562e-04
 2.3368e-03  7.6844e-07  7.2216e-04
 2.3482e-03  7.6868e-07  7.1639e-04
 2.3595e-03  7.6892e-07  7.1360e-04
 2.4043e-03  7.7012e-07  6.9992e-04
 2.5962e-03  7.7528e-07  6.4316e-04
 2.7092e-03  7.7818e-07  6.0730e-04
 2.7578e-03  7.7957e-07  5.9089e-04
 2.8688e-03  7.8270e-07  5.7363e-04
 2.9582e-03  7.8523e-07  5.5462e-04
 3.1105e-03  7.8932e-07  5.2062e-04
 3.2421e-03  7.9303e-07  4.8823e-04
 3.3674e-03  7.9656e-07  4.7523e-04
 3.5499e-03  8.0145e-07  4.5565e-04
 3.5713e-03  8.0203e-07  4.5233e-04
 3.6126e-03  8.0316e-07  4.4699e-04
 3.8301e-03  8.0910e-07  4.2035e-04
 4.1004e-03  8.1614e-07  3.8467e-04
 4.3584e-03  8.2292e-07  3.6194e-04
 4.4417e-03  8.2510e-07  3.5452e-04
 4.7079e-03  8.3160e-07  3.2976e-04
 4.9458e-03  8.3746e-07  3.1555e-04
 5.3852e-03  8.4790e-07  2.8749e-04
 5.4054e-03  8.4838e-07  2.8617e-04
 5.6153e-03  8.5326e-07  2.7038e-04
 5.7928e-03  8.5726e-07  2.5628e-04
 6.2063e-03  8.6649e-07  2.4270e-04
 6.3720e-03  8.7008e-07  2.3661e-04
 6.5899e-03  8.7469e-07  2.2836e-04
 7.1258e-03  8.8591e-07  2.0745e-04
 7.2272e-03  8.8799e-07  2.0490e-04
 8.1046e-03  9.0515e-07  1.8140e-04
 8.1427e-03  9.0588e-07  1.7996e-04
 8.1814e-03  9.0663e-07  1.7924e-04
 8.1940e-03  9.0687e-07  1.7896e-04
 8.3146e-03  9.0917e-07  1.7618e-04
 8.3488e-03  9.0979e-07  1.7538e-04
 9.2853e-03  9.2693e-07  1.5443e-04
 9.3937e-03  9.2886e-07  1.5182e-04
 9.5456e-03  9.3188e-07  1.4800e-04
 9.8769e-03  9.3842e-07  1.4409e-04
 1.0501e-02  9.5060e-07  1.3388e-04
 1.0785e-02  9.5605e-07  1.2896e-04
 1.1852e-02  9.7807e-07  1.1680e-04
 1.2045e-02  9.8198e-07  1.1446e-04
 1.2383e-02  9.8881e-07  1.1039e-04
 1.3234e-02  1.0059e-06  1.0246e-04
 1.3361e-02  1.0084e-06  1.0136e-04
 1.4218e-02  1.0253e-06  9.3619e-05
 1.4612e-02  1.0331e-06  9.0913e-05
 1.5046e-02  1.0416e-06  8.7982e-05
 1.6324e-02  1.0663e-06  7.8708e-05
 1.6922e-02  1.0780e-06  7.5798e-05
 1.7628e-02  1.0916e-06  7.2217e-05
 1.8743e-02  1.1129e-06  6.6401e-05
 2.0369e-02  1.1446e-06  6.0583e-05
 2.1205e-02  1.1605e-06  5.7364e-05
 2.1319e-02  1.1626e-06  5.6937e-05
 2.1520e-02  1.1665e-06  5.6184e-05
 2.1842e-02  1.1733e-06  5.5224e-05
 2.2566e-02  1.1878e-06  5.2999e-05
 2.4708e-02  1.2295e-06  4.6941e-05
 2.5349e-02  1.2427e-06  4.5565e-05
 2.6662e-02  1.2694e-06  4.2789e-05
 2.8369e-02  1.3046e-06  3.8882e-05
 2.9741e-02  1.3319e-06  3.6757e-05
 3.0092e-02  1.3393e-06  3.6194e-05
 3.2571e-02  1.3910e-06  3.2192e-05
 3.3112e-02  1.4020e-06  3.1597e-05
 3.4978e-02  1.4409e-06  2.9456e-05
 3.5565e-02  1.4537e-06  2.8749e-05
 3.7397e-02  1.4927e-06  2.6567e-05
 3.8985e-02  1.5301e-06  2.4475e-05
 4.0768e-02  1.5709e-06  2.3399e-05
 4.1667e-02  1.5932e-06  2.2836e-05
 4.2938e-02  1.6242e-06  2.1688e-05
 4.5006e-02  1.6773e-06  2.0380e-05
 4.8251e-02  1.7669e-06  1.8139e-05
 4.9299e-02  1.7950e-06  1.7407e-05
 4.9516e-02  1.8008e-06  1.7307e-05
 4.9978e-02  1.8140e-06  1.7090e-05
 5.4293e-02  1.9444e-06  1.4918e-05
 5.5221e-02  1.9761e-06  1.4409e-05
 5.6603e-02  2.0223e-06  1.3683e-05
 5.9260e-02  2.1155e-06  1.2650e-05
 6.2092e-02  2.2301e-06  1.1446e-05
 6.3467e-02  2.2837e-06  1.0924e-05
 6.4345e-02  2.3219e-06  1.0578e-05
 6.4990e-02  2.3552e-06  1.0316e-05
 6.6855e-02  2.4622e-06  9.5309e-06
 6.8927e-02  2.5757e-06  9.0913e-06
 6.9192e-02  2.5899e-06  9.0154e-06
 7.3153e-02  2.8750e-06  7.7924e-06
 7.3793e-02  2.9288e-06  7.5764e-06
 7.4618e-02  3.0256e-06  7.2884e-06
 7.4892e-02  3.0591e-06  7.2217e-06
 7.5159e-02  3.0914e-06  7.1350e-06
 7.7702e-02  3.3832e-06  6.2202e-06
 7.8907e-02  3.6120e-06  5.7362e-06
 7.8948e-02  3.6195e-06  5.7190e-06
 8.0314e-02  4.0311e-06  5.1129e-06
 8.0701e-02  4.5578e-06  4.9273e-06
