#      mass       lower       upper
 1.0300e-03  1.1220e-06  3.7068e-03
 1.0416e-03  1.0983e-06  3.5816e-03
 1.0513e-03  1.0781e-06  3.4657e-03
 1.0692e-03  1.0399e-06  2.8517e-03
 1.1016e-03  9.6667e-07  2.5519e-03
 1.1125e-03  9.4070e-07  2.2678e-03
 1.1180e-03  9.2752e-07  2.0654e-03
 1.1266e-03  9.0621e-07  2.0313e-03
 1.1807e-03  8.1089e-07  1.8026e-03
 1.1826e-03  8.0740e-07  1.7913e-03
 1.2905e-03  7.8343e-07  1.5431e-03
 1.3333e-03  7.7479e-07  1.4326e-03
 1.3578e-03  7.6982e-07  1.3856e-03
 1.4317e-03  7.6544e-07  1.2433e-03
 1.5079e-03  7.6088e-07  1.1881e-03
 1.5590e-03  7.5809e-07  1.1495e-03
 1.5728e-03  7.5798e-07  1.1383e-03
 1.7371e-03  7.5660e-07  1.0083e-03
 1.7898e-03  7.5624e-07  9.6296e-04
 1.8447e-03  7.5698e-07  9.3417e-04
 1.9001e-03  7.5767e-07  9.0420e-04
 2.0550e-03  7.5960e-07  8.2011e-04
 2.2756e-03  7.6464e-07  7.4161e-04
 2.3368e-03  7.6594e-07  7.1829e-04
 2.3482e-03  7.6617e-07  7.1254e-04
 2.3595e-03  7.6641e-07  7.0977e-04
 2.4043e-03  7.6762e-07  6.9616e-04
 2.5962e-03  7.7276e-07  6.3972e-04
 2.7092e-03  7.7564e-07  6.0405e-04
 2.7578e-03  7.7703e-07  5.8772e-04
 2.8688e-03  7.8015e-07  5.7056e-04
 2.9582e-03  7.8267e-07  5.5165e-04
 3.1105e-03  7.8675e-07  5.1783e-04
 3.2421e-03  7.9045e-07  4.8562e-04
 3.3674e-03  7.9397e-07  4.7269e-04
 3.5499e-03  7.9884e-07  4.5321e-04
 3.5713e-03  7.9942e-07  4.4990e-04
 3.6126e-03  8.0054e-07  4.4460e-04
 3.8301e-03  8.0647e-07  4.1810e-04
 4.1004e-03  8.1349e-07  3.8261e-04
 4.3584e-03  8.2024e-07  3.5999e-04
 4.4417e-03  8.2241e-07  3.5262e-04
 4.7079e-03  8.2890e-07  3.2799e-04
 4.9458e-03  8.3473e-07  3.1386e-04
 5.3852e-03  8.4514e-07  2.8595e-04
 5.4054e-03  8.4562e-07  2.8464e-04
 5.6153e-03  8.5048e-07  2.6893e-04
 5.7928e-03  8.5447e-07  2.5490e-04
 6.2063e-03  8.6367e-07  2.4140e-04
 6.3720e-03  8.6725e-07  2.3534e-04
 6.5899e-03  8.7184e-07  2.2713e-04
 7.1258e-03  8.8302e-07  2.0633e-04
 7.2272e-03  8.8510e-07  2.0379e-04
 8.1046e-03  9.0220e-07  1.8042e-04
 8.1427e-03  9.0293e-07  1.7899e-04
 8.1814e-03  9.0368e-07  1.7827e-04
 8.1940e-03  9.0392e-07  1.7799e-04
 8.3146e-03  9.0621e-07  1.7523e-04
 8.3488e-03  9.0683e-07  1.7443e-04
 9.2853e-03  9.2391e-07  1.5360e-04
 9.3937e-03  9.2584e-07  1.5100e-04
 9.5456e-03  9.2885e-07  1.4720e-04
 9.8769e-03  9.3537e-07  1.4331e-04
 1.0501e-02  9.4751e-07  1.3316e-04
 1.0785e-02  9.5294e-07  1.2826e-04
