#      mass       lower
 8.9907e-03  1.6689e-03
 9.0814e-03  1.3940e-03
 9.1546e-03  1.5347e-03
 9.2284e-03  1.6482e-03
 9.3215e-03  1.4678e-03
 9.3967e-03  1.4969e-03
 9.4724e-03  1.4090e-03
 9.5488e-03  1.3816e-03
 9.6258e-03  1.2305e-03
 9.7034e-03  1.0556e-03
 9.8013e-03  1.1561e-03
 9.8803e-03  1.0278e-03
 9.9599e-03  1.0594e-03
 1.0040e-02  1.0651e-03
 1.0121e-02  8.6306e-04
 1.0182e-02  1.0078e-03
 1.0264e-02  6.9789e-04
 1.0347e-02  8.4029e-04
 1.0431e-02  8.2986e-04
 1.0515e-02  1.1196e-03
 1.0599e-02  1.1747e-03
 1.0663e-02  1.1980e-03
 1.0749e-02  1.1017e-03
 1.0836e-02  1.1236e-03
 1.0923e-02  1.1057e-03
 1.1034e-02  1.1747e-03
 1.1123e-02  1.2261e-03
 1.1235e-02  1.1256e-03
 1.1325e-02  1.1276e-03
 1.1440e-02  1.0842e-03
 1.1532e-02  1.0900e-03
 1.1625e-02  9.6560e-04
 1.1742e-02  8.7857e-04
 1.1837e-02  9.6905e-04
 1.1932e-02  1.0861e-03
 1.2028e-02  1.1789e-03
 1.2125e-02  1.0939e-03
 1.2223e-02  1.1037e-03
 1.2322e-02  1.0594e-03
 1.2421e-02  8.1958e-04
 1.2521e-02  8.9118e-04
 1.2622e-02  8.2250e-04
 1.2724e-02  8.2544e-04
 1.2827e-02  8.7233e-04
 1.2930e-02  1.0575e-03
 1.3034e-02  9.9354e-04
 1.3139e-02  1.0727e-03
 1.3245e-02  9.1861e-04
 1.3325e-02  1.0096e-03
 1.3433e-02  8.8802e-04
 1.3541e-02  6.0318e-04
 1.3623e-02  7.3778e-04
 1.3733e-02  6.7488e-04
 1.3843e-02  9.0237e-04
 1.3927e-02  1.0006e-03
 1.4039e-02  1.1789e-03
 1.4124e-02  1.1017e-03
 1.4238e-02  1.1336e-03
 1.4324e-02  1.0351e-03
 1.4439e-02  1.1356e-03
 1.4527e-02  1.0425e-03
 1.4644e-02  8.6614e-04
 1.4762e-02  9.5874e-04
 1.4881e-02  1.1916e-03
 1.5001e-02  1.3693e-03
 1.5122e-02  1.2819e-03
 1.5244e-02  1.3073e-03
 1.5366e-02  1.2370e-03
 1.5459e-02  1.2526e-03
 1.5584e-02  1.0518e-03
 1.5710e-02  8.5539e-04
