#      mass       lower       upper
 1.0300e-03  5.1715e-06  1.6249e-03
 1.0448e-03  5.0873e-06  1.7864e-03
 1.0567e-03  5.0206e-06  1.8890e-03
 1.0733e-03  4.9323e-06  1.7002e-03
 1.1073e-03  4.7398e-06  1.6682e-03
 1.1169e-03  4.6864e-06  1.5212e-03
 1.1821e-03  4.2922e-06  1.3187e-03
 1.1826e-03  4.2893e-06  1.3161e-03
 1.1830e-03  4.2893e-06  1.3158e-03
 1.1834e-03  4.2895e-06  1.3156e-03
 1.1926e-03  4.2923e-06  1.3108e-03
 1.3305e-03  4.3359e-06  1.1292e-03
 1.3496e-03  4.3421e-06  1.1048e-03
 1.3578e-03  4.3460e-06  1.0939e-03
 1.3683e-03  4.3557e-06  1.0808e-03
 1.4284e-03  4.4056e-06  9.9667e-04
 1.5590e-03  4.5079e-06  9.3162e-04
 1.5591e-03  4.5079e-06  9.3149e-04
 1.6647e-03  4.6115e-06  8.3002e-04
 1.7117e-03  4.6552e-06  8.1289e-04
 1.7898e-03  4.7304e-06  7.8234e-04
 1.8652e-03  4.8038e-06  7.4889e-04
 1.9150e-03  4.8523e-06  7.2670e-04
 2.0550e-03  4.9848e-06  6.5884e-04
 2.1589e-03  5.0554e-06  6.2599e-04
 2.2527e-03  5.1227e-06  5.9436e-04
 2.3595e-03  5.2015e-06  5.5789e-04
 2.4332e-03  5.2516e-06  5.4092e-04
 2.6412e-03  5.4036e-06  4.8957e-04
 2.7092e-03  5.4550e-06  4.7350e-04
 2.7360e-03  5.4739e-06  4.6842e-04
 2.7403e-03  5.4768e-06  4.6764e-04
 2.9334e-03  5.6213e-06  4.3163e-04
 3.0838e-03  5.7441e-06  4.0142e-04
 3.1105e-03  5.7677e-06  3.9583e-04
 3.3307e-03  5.9412e-06  3.6729e-04
 3.4676e-03  6.0576e-06  3.4900e-04
 3.5713e-03  6.1550e-06  3.3456e-04
 3.7300e-03  6.3221e-06  3.1015e-04
 3.8948e-03  6.4634e-06  2.9922e-04
 4.0797e-03  6.6375e-06  2.8655e-04
 4.1004e-03  6.6608e-06  2.8448e-04
 4.3629e-03  7.0498e-06  2.5262e-04
 4.3763e-03  7.0733e-06  2.5089e-04
 4.7079e-03  7.5156e-06  2.3289e-04
 4.8763e-03  7.7750e-06  2.2269e-04
 4.8839e-03  7.7881e-06  2.2221e-04
 5.4054e-03  8.8537e-06  1.8947e-04
 5.4442e-03  8.9542e-06  1.8691e-04
 5.5478e-03  9.2481e-06  1.7989e-04
 5.5811e-03  9.3150e-06  1.7883e-04
 5.8232e-03  9.8363e-06  1.7093e-04
 6.0573e-03  1.0459e-05  1.6043e-04
 6.2063e-03  1.0906e-05  1.5344e-04
 6.7008e-03  1.2314e-05  1.3796e-04
 6.9533e-03  1.3128e-05  1.2952e-04
 7.1258e-03  1.3695e-05  1.2375e-04
 7.3893e-03  1.4468e-05  1.1727e-04
 7.8591e-03  1.6006e-05  1.0498e-04
 8.0144e-03  1.6497e-05  1.0138e-04
 8.1281e-03  1.6876e-05  9.8680e-05
 8.1814e-03  1.7068e-05  9.7384e-05
 8.2082e-03  1.7170e-05  9.6633e-05
 8.2582e-03  1.7328e-05  9.5864e-05
 8.9099e-03  1.9551e-05  8.3080e-05
 9.3937e-03  2.1535e-05  7.2556e-05
 9.7001e-03  2.2912e-05  6.7559e-05
 1.0286e-02  2.5998e-05  5.7600e-05
 1.0584e-02  2.8402e-05  5.1486e-05
 1.0785e-02  3.1043e-05  4.6246e-05
 1.1291e-02  1.0000e+05  1.0000e+05
 1.1460e-02  1.0000e+05  1.0000e+05
 1.2383e-02  1.0000e+05  1.0000e+05
 1.2423e-02  1.0000e+05  1.0000e+05
 1.2468e-02  1.0000e+05  1.0000e+05
 1.2992e-02  1.0000e+05  1.0000e+05
 1.3314e-02  1.0000e+05  1.0000e+05
 1.4218e-02  1.0000e+05  1.0000e+05
 1.4371e-02  1.0000e+05  1.0000e+05
 1.4430e-02  1.0000e+05  1.0000e+05
 1.4567e-02  1.0000e+05  1.0000e+05
 1.4727e-02  1.0000e+05  1.0000e+05
 1.5476e-02  1.0000e+05  1.0000e+05
 1.6256e-02  1.0000e+05  1.0000e+05
 1.6300e-02  1.0000e+05  1.0000e+05
 1.6324e-02  1.0000e+05  1.0000e+05
 1.6411e-02  1.0000e+05  1.0000e+05
 1.6457e-02  1.0000e+05  1.0000e+05
 1.7340e-02  1.0000e+05  1.0000e+05
 1.7778e-02  1.0000e+05  1.0000e+05
 1.7936e-02  1.0000e+05  1.0000e+05
 1.7971e-02  1.0000e+05  1.0000e+05
 1.8175e-02  1.0000e+05  1.0000e+05
 1.8743e-02  1.0000e+05  1.0000e+05
 1.8818e-02  1.0000e+05  1.0000e+05
 1.8844e-02  1.0000e+05  1.0000e+05
 1.8881e-02  1.0000e+05  1.0000e+05
 1.8911e-02  1.0000e+05  1.0000e+05
 1.9132e-02  1.0000e+05  1.0000e+05
 1.9137e-02  1.0000e+05  1.0000e+05
