#      mass       lower       upper
 1.0300e-03  1.6928e-07  2.0078e-04
 1.0416e-03  1.6569e-07  2.3434e-04
 1.0513e-03  1.6266e-07  2.4503e-04
 1.0692e-03  1.5689e-07  2.1916e-04
 1.1016e-03  1.4584e-07  2.1281e-04
 1.1125e-03  1.4192e-07  1.9246e-04
 1.1180e-03  1.3993e-07  1.7660e-04
 1.1266e-03  1.3672e-07  1.7569e-04
 1.1807e-03  1.2234e-07  1.6385e-04
 1.1826e-03  1.2181e-07  1.6303e-04
 1.2905e-03  1.1820e-07  1.4716e-04
 1.3333e-03  1.1689e-07  1.3806e-04
 1.3578e-03  1.1614e-07  1.3418e-04
 1.4317e-03  1.1548e-07  1.2176e-04
 1.5079e-03  1.1479e-07  1.1732e-04
 1.5590e-03  1.1437e-07  1.1397e-04
 1.5728e-03  1.1436e-07  1.1297e-04
 1.7371e-03  1.1415e-07  1.0088e-04
 1.7898e-03  1.1409e-07  9.6496e-05
 1.8447e-03  1.1420e-07  9.3749e-05
 1.9001e-03  1.1431e-07  9.0851e-05
 2.0550e-03  1.1460e-07  8.2595e-05
 2.2756e-03  1.1536e-07  7.4832e-05
 2.3368e-03  1.1556e-07  7.2500e-05
 2.3482e-03  1.1559e-07  7.1923e-05
 2.3595e-03  1.1563e-07  7.1647e-05
 2.4043e-03  1.1581e-07  7.0286e-05
 2.5962e-03  1.1659e-07  6.4617e-05
 2.7092e-03  1.1702e-07  6.1017e-05
 2.7578e-03  1.1723e-07  5.9367e-05
 2.8688e-03  1.1770e-07  5.7639e-05
 2.9582e-03  1.1808e-07  5.5727e-05
 3.1105e-03  1.1870e-07  5.2302e-05
 3.2421e-03  1.1926e-07  4.9035e-05
 3.3674e-03  1.1979e-07  4.7727e-05
 3.5499e-03  1.2052e-07  4.5753e-05
 3.5713e-03  1.2061e-07  4.5417e-05
 3.6126e-03  1.2078e-07  4.4879e-05
 3.8301e-03  1.2168e-07  4.2189e-05
 4.1004e-03  1.2274e-07  3.8585e-05
 4.3584e-03  1.2376e-07  3.6288e-05
 4.4417e-03  1.2408e-07  3.5539e-05
 4.7079e-03  1.2506e-07  3.3037e-05
