-1.000000000000000000e+00 -4.519801629657224318e+00
-8.999999999999999112e-01 -4.519801196368792517e+00
-7.999999999999998224e-01 -4.519800509650987230e+00
-7.000000000000001776e-01 -4.519799421285708441e+00
-6.000000000000000888e-01 -4.519797696362166661e+00
-5.000000000000000000e-01 -4.519794962565961249e+00
-3.999999999999998557e-01 -4.519790629836148987e+00
-2.999999999999997669e-01 -4.519783763175643010e+00
-2.000000000000001499e-01 -4.519772880621435895e+00
-1.000000000000001305e-01 -4.519755634207304418e+00
0.000000000000000000e+00 -4.519728303573544714e+00
1.000000000000001027e-01 -4.519684995005114558e+00
2.000000000000001499e-01 -4.519616374241357093e+00
2.999999999999998224e-01 -4.519507664165780092e+00
4.000000000000002998e-01 -4.519335490434669644e+00
5.000000000000000000e-01 -4.519062907431302456e+00
6.000000000000000888e-01 -4.518631640504509051e+00
7.000000000000001776e-01 -4.517949992666214776e+00
7.999999999999998224e-01 -4.516874296642103381e+00
9.000000000000003553e-01 -4.515180966808391538e+00
1.000000000000000000e+00 -4.512525735104735425e+00
1.100000000000000089e+00 -4.508387222766864433e+00
1.200000000000000178e+00 -4.501996045060981722e+00
1.300000000000000266e+00 -4.492262636987440771e+00
1.400000000000000355e+00 -4.477738077625930124e+00
1.500000000000000000e+00 -4.456678553264596943e+00
1.600000000000000089e+00 -4.427293570308700410e+00
1.700000000000000178e+00 -4.388199248852421519e+00
1.800000000000000266e+00 -4.338913294569122669e+00
1.900000000000000355e+00 -4.280052699288119378e+00
2.000000000000000000e+00 -4.212993704752076241e+00
2.100000000000000089e+00 -4.139224426247267274e+00
2.200000000000000178e+00 -4.059885128874862303e+00
2.300000000000000266e+00 -3.975765809124045091e+00
2.400000000000000355e+00 -3.887547624127432933e+00
2.500000000000000000e+00 -3.795956917767413508e+00
2.600000000000000089e+00 -3.701753799325897099e+00
2.700000000000000178e+00 -3.605640439809133291e+00
2.800000000000000266e+00 -3.508191437175520733e+00
2.900000000000000355e+00 -3.409841299105225154e+00
3.000000000000000000e+00 -3.310894228910179926e+00
3.100000000000000533e+00 -3.211555545334042527e+00
3.200000000000000178e+00 -3.111960715143842648e+00
3.299999999999999822e+00 -3.012191857823474095e+00
3.400000000000000355e+00 -2.912298679206813290e+00
3.500000000000000000e+00 -2.812303303417153622e+00
3.600000000000000533e+00 -2.712206370886282691e+00
3.700000000000000178e+00 -2.611985716854569262e+00
3.800000000000000711e+00 -2.511595021722109244e+00
3.900000000000000355e+00 -2.410946817085975802e+00
4.000000000000000000e+00 -2.309899548611245024e+00
4.100000000000000533e+00 -2.208218324864244853e+00
4.200000000000000178e+00 -2.105520827276440521e+00
4.300000000000000711e+00 -2.001170107845076984e+00
4.400000000000000355e+00 -1.894088885821637369e+00
4.500000000000000000e+00 -1.782367454294434106e+00
4.600000000000000533e+00 -1.662384802328198852e+00
4.700000000000000178e+00 -1.526379395276913131e+00
4.800000000000000711e+00 -1.353238694903000416e+00
4.900000000000000355e+00 -1.033212218951119699e+00
5.000000000000000000e+00 -9.705576488313458761e-01
5.100000000000000533e+00 -1.176895036697839458e+00
5.200000000000000178e+00 -1.247652437698987038e+00
5.300000000000000711e+00 -1.282735352322687206e+00
5.400000000000000355e+00 -1.302265767030285515e+00
5.500000000000000000e+00 -1.313740905236354894e+00
5.600000000000000533e+00 -1.320680736223942997e+00
5.700000000000000178e+00 -1.324947890080086177e+00
5.800000000000000711e+00 -1.327597716261091243e+00
5.900000000000000355e+00 -1.329253134390649738e+00
6.000000000000000000e+00 -1.330291180672132034e+00
