#      mass       lower       upper
 1.0300e-03  5.7600e-09  6.7843e-05
 1.0381e-03  5.6576e-09  7.2038e-05
 1.0449e-03  5.5702e-09  7.5439e-05
 1.0459e-03  5.5572e-09  7.5375e-05
 1.0573e-03  5.4171e-09  7.2085e-05
 1.0638e-03  5.3515e-09  6.8475e-05
 1.0924e-03  5.0532e-09  6.7494e-05
 1.1048e-03  4.9176e-09  6.0518e-05
 1.1276e-03  4.6582e-09  5.8538e-05
 1.1664e-03  4.3029e-09  5.2992e-05
 1.1680e-03  4.2894e-09  5.2705e-05
 1.1700e-03  4.2728e-09  5.1703e-05
 1.1826e-03  4.1662e-09  5.0055e-05
 1.2113e-03  4.1340e-09  4.9065e-05
 1.3114e-03  4.0330e-09  4.3637e-05
 1.3578e-03  3.9852e-09  4.1400e-05
 1.4255e-03  3.9677e-09  3.9631e-05
 1.5453e-03  3.9391e-09  3.5811e-05
 1.5590e-03  3.9358e-09  3.5394e-05
 1.5961e-03  3.9362e-09  3.4550e-05
 1.6445e-03  3.9363e-09  3.3530e-05
 1.7898e-03  3.9375e-09  3.0106e-05
 1.8693e-03  3.9459e-09  2.8846e-05
 1.8849e-03  3.9477e-09  2.8498e-05
 1.9606e-03  3.9554e-09  2.6718e-05
 2.0550e-03  3.9650e-09  2.5782e-05
 2.1541e-03  3.9787e-09  2.4736e-05
 2.3035e-03  3.9982e-09  2.3042e-05
 2.3595e-03  4.0056e-09  2.2394e-05
 2.4577e-03  4.0205e-09  2.1515e-05
 2.4638e-03  4.0213e-09  2.1458e-05
 2.7092e-03  4.0576e-09  1.9226e-05
 2.8003e-03  4.0722e-09  1.8636e-05
 2.8455e-03  4.0790e-09  1.8336e-05
 3.1105e-03  4.1186e-09  1.6527e-05
 3.1878e-03  4.1306e-09  1.6192e-05
 3.5391e-03  4.1823e-09  1.4567e-05
 3.5713e-03  4.1871e-09  1.4412e-05
 3.6260e-03  4.1955e-09  1.4197e-05
 3.6282e-03  4.1959e-09  1.4189e-05
 4.1004e-03  4.2629e-09  1.2314e-05
 4.3736e-03  4.3011e-09  1.1566e-05
 4.3875e-03  4.3029e-09  1.1528e-05
 4.6826e-03  4.3420e-09  1.0685e-05
 4.7079e-03  4.3453e-09  1.0609e-05
 4.7383e-03  4.3492e-09  1.0513e-05
 4.9258e-03  4.3732e-09  9.9013e-06
 5.4054e-03  4.4338e-09  9.2386e-06
 5.4412e-03  4.4383e-09  9.1799e-06
 6.0340e-03  4.5097e-09  8.1834e-06
 6.2063e-03  4.5294e-09  7.8704e-06
 6.7141e-03  4.5875e-09  7.2845e-06
 6.8441e-03  4.6022e-09  7.1312e-06
 7.1258e-03  4.6325e-09  6.7871e-06
 7.7594e-03  4.7002e-09  6.2489e-06
 7.9145e-03  4.7160e-09  6.1100e-06
 8.1814e-03  4.7429e-09  5.8780e-06
 8.3236e-03  4.7572e-09  5.7797e-06
 8.7930e-03  4.8042e-09  5.4549e-06
 9.3937e-03  4.8605e-09  5.0090e-06
 1.0197e-02  4.9342e-09  4.6193e-06
 1.0265e-02  4.9402e-09  4.5850e-06
 1.0785e-02  4.9854e-09  4.3201e-06
 1.1278e-02  5.0284e-09  4.1412e-06
 1.1802e-02  5.0716e-09  3.9420e-06
 1.2383e-02  5.1189e-09  3.7251e-06
 1.2686e-02  5.1436e-09  3.6369e-06
 1.2765e-02  5.1499e-09  3.6144e-06
 1.4218e-02  5.2616e-09  3.1726e-06
 1.5621e-02  5.3635e-09  2.8845e-06
 1.5974e-02  5.3889e-09  2.7816e-06
 1.6317e-02  5.4134e-09  2.7344e-06
 1.6324e-02  5.4139e-09  2.7334e-06
 1.6329e-02  5.4141e-09  2.7325e-06
 1.6372e-02  5.4172e-09  2.7261e-06
 1.7747e-02  5.5107e-09  2.5068e-06
 1.8456e-02  5.5582e-09  2.3952e-06
 1.8743e-02  5.5769e-09  2.3487e-06
 1.9242e-02  5.6077e-09  2.2873e-06
 2.0858e-02  5.7068e-09  2.0848e-06
 2.1520e-02  5.7455e-09  1.9959e-06
 2.2411e-02  5.7964e-09  1.9206e-06
 2.3621e-02  5.8615e-09  1.8134e-06
 2.4708e-02  5.9195e-09  1.7144e-06
 2.6631e-02  6.0194e-09  1.5866e-06
 2.7037e-02  6.0398e-09  1.5584e-06
 2.8369e-02  6.1058e-09  1.4701e-06
 2.9000e-02  6.1365e-09  1.4373e-06
 3.0072e-02  6.1882e-09  1.3822e-06
 3.2571e-02  6.3057e-09  1.2444e-06
 3.5430e-02  6.4362e-09  1.1390e-06
 3.6240e-02  6.4726e-09  1.1084e-06
 3.7397e-02  6.5208e-09  1.0632e-06
 3.8286e-02  6.5589e-09  1.0251e-06
 3.9286e-02  6.6011e-09  9.8052e-07
 4.2938e-02  6.7530e-09  9.1187e-07
 4.3162e-02  6.7621e-09  9.0694e-07
 4.3375e-02  6.7708e-09  9.0224e-07
 4.4610e-02  6.8213e-09  8.6363e-07
 4.6241e-02  6.8854e-09  8.0986e-07
 4.8630e-02  6.9784e-09  7.7671e-07
 4.9299e-02  7.0054e-09  7.6718e-07
 5.2667e-02  7.1361e-09  7.1446e-07
 5.4732e-02  7.2152e-09  6.8152e-07
 5.6603e-02  7.2880e-09  6.5026e-07
 5.8996e-02  7.3839e-09  6.0658e-07
 5.9434e-02  7.4012e-09  6.0319e-07
 6.4150e-02  7.5745e-09  5.6542e-07
 6.4990e-02  7.6050e-09  5.5553e-07
 6.9081e-02  7.7598e-09  5.0001e-07
 6.9226e-02  7.7653e-09  4.9793e-07
 7.4618e-02  7.9663e-09  4.6629e-07
 7.7465e-02  8.0731e-09  4.4730e-07
 7.7482e-02  8.0738e-09  4.4718e-07
 8.5672e-02  8.3779e-09  3.9049e-07
 9.1471e-02  8.5978e-09  3.6286e-07
 9.3375e-02  8.6694e-09  3.5334e-07
 9.5709e-02  8.7569e-09  3.3721e-07
 9.6991e-02  8.8043e-09  3.3301e-07
 9.8364e-02  8.8568e-09  3.2845e-07
 1.0832e-01  9.2246e-09  2.9448e-07
 1.1256e-01  9.3891e-09  2.7884e-07
 1.1294e-01  9.4036e-09  2.7747e-07
 1.1425e-01  9.4534e-09  2.7338e-07
 1.2076e-01  9.6979e-09  2.5552e-07
 1.2967e-01  1.0040e-08  2.2894e-07
 1.3413e-01  1.0212e-08  2.1972e-07
 1.3443e-01  1.0223e-08  2.1911e-07
 1.4888e-01  1.0794e-08  1.8816e-07
 1.4939e-01  1.0815e-08  1.8702e-07
 1.5091e-01  1.0879e-08  1.8353e-07
 1.5242e-01  1.0946e-08  1.8002e-07
 1.5914e-01  1.1234e-08  1.7269e-07
 1.6551e-01  1.1505e-08  1.6304e-07
 1.7094e-01  1.1749e-08  1.5438e-07
 1.8297e-01  1.2297e-08  1.4117e-07
