0.000000000000000000e+00 2.000000000000000000e+00
2.000000000000001499e-01 2.000000000000000000e+00
3.999999999999998557e-01 2.000000000000000000e+00
6.000000000000000888e-01 2.000000000000000000e+00
7.999999999999998224e-01 2.000000000000000000e+00
1.000000000000000000e+00 2.000000000000000000e+00
1.200000000000000178e+00 2.000000000000000000e+00
1.400000000000000133e+00 2.000000000000000000e+00
1.600000000000000089e+00 2.000000000000000000e+00
1.800000000000000044e+00 2.000000000000000000e+00
2.000000000000000000e+00 2.000000000000000000e+00
2.200000000000000178e+00 2.000000000000000000e+00
2.400000000000000355e+00 2.000000000000000000e+00
2.600000000000000089e+00 2.000000000000000000e+00
2.800000000000000266e+00 2.000000000000000000e+00
3.000000000000000000e+00 2.000000000000000000e+00
3.200000000000000178e+00 2.000000000000000000e+00
3.400000000000000355e+00 2.000000000000000000e+00
3.600000000000000089e+00 2.000000000000000000e+00
3.800000000000000266e+00 2.000000000000000000e+00
4.000000000000000000e+00 2.000000000000000000e+00
