#      mass       lower
 8.9907e-03  3.7893e-04
 9.0814e-03  3.1650e-04
 9.1546e-03  3.4846e-04
 9.2284e-03  3.7423e-04
 9.3215e-03  3.3327e-04
 9.3967e-03  3.3988e-04
 9.4724e-03  3.1991e-04
 9.5488e-03  3.1369e-04
 9.6258e-03  2.7938e-04
 9.7034e-03  2.3968e-04
 9.8013e-03  2.6248e-04
 9.8803e-03  2.3336e-04
 9.9599e-03  2.4053e-04
 1.0040e-02  2.4182e-04
 1.0121e-02  1.9596e-04
 1.0182e-02  2.2882e-04
 1.0264e-02  1.5846e-04
 1.0347e-02  1.9079e-04
 1.0431e-02  1.8842e-04
 1.0515e-02  2.5420e-04
 1.0599e-02  2.6673e-04
 1.0663e-02  2.7201e-04
 1.0749e-02  2.5015e-04
 1.0836e-02  2.5510e-04
 1.0923e-02  2.5104e-04
 1.1034e-02  2.6673e-04
 1.1123e-02  2.7838e-04
 1.1235e-02  2.5556e-04
 1.1325e-02  2.5601e-04
 1.1440e-02  2.4617e-04
 1.1532e-02  2.4749e-04
 1.1625e-02  2.1924e-04
 1.1742e-02  1.9948e-04
 1.1837e-02  2.2002e-04
 1.1932e-02  2.4661e-04
 1.2028e-02  2.6768e-04
 1.2125e-02  2.4837e-04
 1.2223e-02  2.5060e-04
 1.2322e-02  2.4053e-04
 1.2421e-02  1.8609e-04
 1.2521e-02  2.0234e-04
 1.2622e-02  1.8675e-04
 1.2724e-02  1.8742e-04
 1.2827e-02  1.9806e-04
 1.2930e-02  2.4010e-04
 1.3034e-02  2.2559e-04
 1.3139e-02  2.4355e-04
 1.3245e-02  2.0857e-04
 1.3325e-02  2.2923e-04
 1.3433e-02  2.0163e-04
 1.3541e-02  1.3695e-04
 1.3623e-02  1.6751e-04
 1.3733e-02  1.5323e-04
 1.3843e-02  2.0489e-04
 1.3927e-02  2.2720e-04
 1.4039e-02  2.6768e-04
 1.4124e-02  2.5015e-04
 1.4238e-02  2.5738e-04
 1.4324e-02  2.3502e-04
 1.4439e-02  2.5784e-04
 1.4527e-02  2.3670e-04
 1.4644e-02  1.9666e-04
 1.4762e-02  2.1768e-04
 1.4881e-02  2.7056e-04
 1.5001e-02  3.1091e-04
 1.5122e-02  2.9106e-04
 1.5244e-02  2.9683e-04
