0.	-4.862552446088041
0.20000000000000015	-4.797676014882793
0.39999999999999986	-4.689070638942414
0.6000000000000001	-4.539741821552745
0.7999999999999998	-4.363703271766389
1.	-4.174017069260007
1.2000000000000002	-3.978260673567666
1.4000000000000001	-3.7799728828476145
1.6	-3.5806586143176915
1.8	-3.3809315710905445
2.	-3.181040831247089
2.2	-2.9810847106619485
2.4000000000000004	-2.781101693878905
2.6	-2.581108502480809
2.8000000000000003	-2.381110908096119
3.	-2.1811123651472375
3.2	-1.9811128711947927
3.4000000000000004	-1.781112801711875
3.6	-1.5811133279520213
3.8000000000000003	-1.3811132225460936
4.	-1.1811128268321704
