-1.	-1.6166671486371986
-0.8999999999999999	-1.6166670022228127
-0.7999999999999998	-1.6166667701705941
-0.7000000000000002	-1.6166664023964883
-0.6000000000000001	-1.6166658195209582
-0.5	-1.616664895735777
-0.39999999999999986	-1.6166634316562232
-0.29999999999999977	-1.6166611113473455
-0.20000000000000015	-1.6166574340682114
-0.10000000000000013	-1.616651606498114
0.	-1.6166423717044605
0.1000000000000001	-1.6166277386980792
0.20000000000000015	-1.616604554763642
0.2999999999999998	-1.6165678301869681
0.4000000000000003	-1.6165096756913968
0.5	-1.6164176300184439
0.6000000000000001	-1.6162720593424023
0.7000000000000002	-1.6160421226614117
0.7999999999999998	-1.6156796321664206
0.9000000000000004	-1.615109921566711
1.	-1.6142188205123746
1.1	-1.6128353340066568
1.2000000000000002	-1.610711576729798
1.3000000000000003	-1.607506380927794
1.4000000000000004	-1.6027862756927647
1.5	-1.5960655296190287
1.6	-1.586893382739272
1.7000000000000002	-1.5749449796202062
1.8000000000000003	-1.5600083660073005
1.9000000000000004	-1.54182670171618
2.	-1.5199677189357257
2.1	-1.493926114105796
2.2	-1.4633830834879422
2.3000000000000003	-1.428406798431099
2.4000000000000004	-1.3894692337121155
2.5	-1.3472990379400396
2.6	-1.3026880831093717
2.7	-1.2563466817942446
2.8000000000000003	-1.2088395154845357
2.9000000000000004	-1.1605855873694844
3.	-1.111881430978167
3.1000000000000005	-1.0629354692862194
3.2	-1.0138980919820002
3.3	-0.964882366579199
3.4000000000000004	-0.9159842153553618
3.5	-0.8672938013744017
3.6000000000000005	-0.8189074896555658
3.7	-0.7709378486197223
3.8000000000000007	-0.7235263623730777
3.9000000000000004	-0.6768550783426888
4.	-0.6311680067868534
4.1	-0.5867972332323779
4.12	-0.5781190678921919
4.140000000000001	-0.5695160597677558
4.16	-0.5609929823834361
4.18	-0.5525553985420292
4.2	-0.544208969296558
4.22	-0.5359598721570596
4.24	-0.5278148720332054
4.26	-0.5197813596519913
4.28	-0.5118675370058204
4.3	-0.5040821753119681
4.32	-0.4964351349776731
4.34	-0.4889371994400585
4.36	-0.4816003912566742
4.38	-0.47443804370501697
4.4	-0.4674651757130488
4.42	-0.46069856084761446
4.44	-0.4541570062221508
4.46	-0.4478619801712087
4.4799999999999995	-0.4418381203281678
4.5	-0.4361129302587241
4.5200000000000005	-0.43071867799868413
4.54	-0.42569238319269365
4.5600000000000005	-0.42107640078091096
4.58	-0.41692101750746835
4.6000000000000005	-0.4132842862843741
4.62	-0.4102342348585043
4.640000000000001	-0.40785092119646427
4.66	-0.4062300222099582
4.68	-0.405483682312185
4.7	-0.40574601817157446
4.720000000000001	-0.40717734803619793
4.74	-0.40997114422733844
4.76	-0.41436079040054163
4.78	-0.42063036764287143
4.8	-0.4291313856052843
4.82	-0.4402988254026581
4.84	-0.4546733829600934
4.86	-0.4729031461676887
4.88	-0.4956351417697737
4.9	-0.5227879910910116
4.92	-0.5489258226135234
4.9399999999999995	-0.5320936479570897
4.96	-0.44177800347116225
4.9799999999999995	-0.5928469245259738
5.	-0.49953559881383724
5.02	-0.41967325506244435
5.04	-0.3562569601913267
5.06	-0.30402183591339765
5.08	-0.2601812904522718
5.1	-0.22358190527229918
5.12	-0.19389023269739017
5.140000000000001	-0.17067636980122686
5.16	-0.15288090017185646
5.18	-0.13912091336533133
5.2	-0.128183181266746
5.22	-0.11919247959585963
5.24	-0.11156360345026249
5.26	-0.10491105655283776
5.28	-0.09897851570086716
5.3	-0.09359351779653577
5.32	-0.08863611507278572
5.34	-0.08402323256161276
5.36	-0.07969447937323634
5.38	-0.07560718704982397
5.4	-0.07172890671877954
5.42	-0.0680356421079462
5.44	-0.06451051270405482
5.46	-0.061138805660806705
5.48	-0.05791084364691605
5.5	-0.05481761536149953
5.52	-0.05185316290905079
5.54	-0.049011579344743796
5.56	-0.046288880394072786
5.58	-0.04368126837634375
5.6	-0.04118526244909665
5.62	-0.038798073700404
5.64	-0.03651677577670654
5.66	-0.0343389564620013
5.68	-0.03226181042956734
5.7	-0.03028297948570669
5.72	-0.028399981243111234
5.74	-0.026610071452849944
5.760000000000001	-0.024910762911316095
5.78	-0.02329953064978569
5.8	-0.02177334781060583
5.82	-0.020329698485265897
5.84	-0.01896582402493897
5.86	-0.017678708312907753
5.88	-0.016465502847675492
5.9	-0.015323388804803977
5.92	-0.01424935300503547
5.94	-0.013240636449102873
5.96	-0.012294156948438011
5.98	-0.011407230156975038
6.	-0.010576834443785705
