0.	-4.845974121968522	-4.894810030704215	-6.202189455178128
0.20000000000000015	-4.782156533990603	-4.830308342639886	-6.13784064596791
0.39999999999999986	-4.674961300509857	-4.722191522666104	-6.029927374353647
0.6000000000000001	-4.526944207896531	-4.573320205253774	-5.881243899012899
0.7999999999999998	-4.351770807042731	-4.397589879265962	-5.705636213439859
1.	-4.16252924702187	-4.208064804268029	-5.516173724355563
1.2000000000000002	-3.9669713894548324	-4.012381019854793	-5.320517775629715
1.4000000000000001	-3.7687665347239827	-3.814123715150481	-5.122272055955998
1.6	-3.5694859135040473	-3.614821912652265	-4.922974888781201
1.8	-3.3697723083410795	-3.415100044953113	-4.723254716523147
2.	-3.169886776023488	-3.215211799784503	-4.523366735944426
2.2	-2.969932330858379	-3.015257747163101	-4.323411752444628
2.4000000000000004	-2.7699489762689935	-2.815278250913929	-4.123429281892638
2.6	-2.569953125039544	-2.6152932357889798	-3.923436542406249
2.8000000000000003	-2.369948127887657	-2.4153159131865007	-3.7234397167561335
3.	-2.169930701827543	-2.215368180950689	-3.523442958867457
3.2	-1.9698836539752895	-2.0154962518790045	-3.3234478906847973
3.4000000000000004	-1.7697640421199266	-1.8158164439192308	-3.1234589147786758
3.6	-1.569463980588524	-1.6166204647004159	-2.923487295384724
3.8000000000000003	-1.3687069614245864	-1.4186325543688736	-2.723557140288916
4.	-1.1667934145429224	-1.2236472062697268	-2.523732367182732
