0.,-3.7966635317303035,-4.131166922209591
0.1,-3.7966489180440735,-4.131152308523362
0.2,-3.7966257589266075,-4.131129149405895
0.30000000000000004,-3.796589059257669,-4.131092449736957
0.4,-3.7965309069044224,-4.13103429738371
0.5,-3.7964387735238576,-4.130942164003145
0.6000000000000001,-3.7962928319829774,-4.130796222462266
0.7000000000000001,-3.796061730957152,-4.130565121436439
0.8,-3.7956959635738943,-4.1301993540531825
0.9,-3.7951175204141014,-4.129620910893389
1.,-3.7942038944522714,-4.12870728493156
1.1,-3.7927637231109084,-4.127267113590197
1.2000000000000002,-3.7905005920729713,-4.1250039825522595
1.3,-3.78696139662934,-4.121464787108628
1.4000000000000001,-3.781467697169965,-4.115971087649252
1.5,-3.773035831796076,-4.1075392222753635
1.6,-3.7603087198805407,-4.094812110359828
1.7000000000000002,-3.7415513223685295,-4.076054712847817
1.8,-3.714789615311815,-4.049293005791103
1.9000000000000001,-3.6781560904568633,-4.0126594809361515
2.,-3.6303900611159508,-3.9648934515952385
2.1,-3.571266013964303,-3.905769404443591
2.2,-3.5016776737996205,-3.8361810642789087
2.3000000000000003,-3.423317981480645,-3.757821371959933
2.4000000000000004,-3.3381719718613527,-3.6726753623406405
2.5,-3.248094968299462,-3.5825983587787498
2.6,-3.154596690214803,-3.489100080694091
2.7,-3.0587999890809434,-3.393303379560231
2.8000000000000003,-2.96149218238443,-3.295995572863718
2.9000000000000004,-2.8632043541978347,-3.1977077446771225
3.,-2.76428555883688,-3.0987889493161678
3.1,-2.66496084870762,-2.9994642391869077
3.2,-2.5653726289020535,-2.8998760193813413
3.3000000000000003,-2.465608431929342,-2.80011182240863
3.4000000000000004,-2.3657186059391746,-2.7002219964184624
3.5,-2.2657266877117896,-2.6002300781910774
3.6,-2.1656342621497897,-2.5001376526290775
3.7,-2.065421159263325,-2.3999245497426127
3.8000000000000003,-1.965040899269756,-2.299544289749044
3.9000000000000004,-1.864410217047502,-2.19891360752679
4.,-1.763389990955494,-2.0978933814347815
4.1000000000000005,-1.6617524158654677,-1.9962558063447557
4.2,-1.559124608135673,-1.893627998614961
4.3,-1.454889142692075,-1.7893925331713625
4.4,-1.347999553887617,-1.6825029443669048
4.5,-1.2366098604162898,-1.5711132508955776
4.6000000000000005,-1.117236306020153,-1.4517396964994405
4.7,-0.982480229944992,-1.3169836204242797
4.800000000000001,-0.8126174065980496,-1.1471207970773374
4.9,-0.5128374100472266,-0.8473408005265144
5.,-0.484680586694512,-0.8191839771737998
5.1000000000000005,-0.6701471761493041,-1.0046505666285919
5.2,-0.7372965878804965,-1.0717999783597842
5.300000000000001,-0.7709862626847255,-1.1054896531640133
5.4,-0.7898339767602929,-1.1243373672395809
5.5,-0.8009358976024546,-1.1354392880817423
5.6000000000000005,-0.8076595086302223,-1.14216289910951
5.7,-0.8117971432457856,-1.1463005337250733
5.800000000000001,-0.8143678223718804,-1.1488712128511684
5.9,-0.8159742911075658,-1.1504776815868536
6.,-0.8169818231889863,-1.151485213668274
6.1000000000000005,-0.8176151360068993,-1.152118526486187
6.2,-0.8180137810931616,-1.1525171715724494
6.300000000000001,-0.8182649331021231,-1.152768323581411
6.4,-0.8184232499750252,-1.152926640454313
6.5,-0.818523081811583,-1.1530264722908707
6.6000000000000005,-0.8185860478348469,-1.1530894383141348
6.7,-0.8186257673173138,-1.1531291577966016
6.800000000000001,-0.8186508248787938,-1.1531542153580816
6.9,-0.8186666336436068,-1.1531700241228946
7.,-0.8186766077077259,-1.1531799981870137
