#      mass       lower       upper
 1.0300e-03  1.4400e-06  4.6800e-02
 1.0381e-03  1.4144e-06  4.2825e-02
 1.0449e-03  1.3926e-06  4.1812e-02
 1.0459e-03  1.3893e-06  4.1435e-02
 1.0573e-03  1.3543e-06  3.6876e-02
 1.0638e-03  1.3379e-06  3.4018e-02
 1.0924e-03  1.2633e-06  3.0841e-02
 1.1048e-03  1.2294e-06  2.7021e-02
 1.1276e-03  1.1646e-06  2.5294e-02
 1.1664e-03  1.0757e-06  2.2057e-02
 1.1680e-03  1.0724e-06  2.1911e-02
 1.1700e-03  1.0682e-06  2.1463e-02
 1.1826e-03  1.0416e-06  2.0597e-02
 1.2113e-03  1.0335e-06  1.9859e-02
 1.3114e-03  1.0082e-06  1.7049e-02
 1.3578e-03  9.9629e-07  1.6015e-02
 1.4255e-03  9.9192e-07  1.5168e-02
 1.5453e-03  9.8477e-07  1.3543e-02
 1.5590e-03  9.8396e-07  1.3372e-02
 1.5961e-03  9.8404e-07  1.3021e-02
 1.6445e-03  9.8409e-07  1.2602e-02
 1.7898e-03  9.8439e-07  1.1251e-02
 1.8693e-03  9.8649e-07  1.0757e-02
 1.8849e-03  9.8691e-07  1.0624e-02
 1.9606e-03  9.8884e-07  9.9462e-03
 2.0550e-03  9.9124e-07  9.5835e-03
 2.1541e-03  9.9467e-07  9.1839e-03
 2.3035e-03  9.9955e-07  8.5450e-03
 2.3595e-03  1.0014e-06  8.3017e-03
 2.4577e-03  1.0051e-06  7.9720e-03
 2.4638e-03  1.0053e-06  7.9510e-03
 2.7092e-03  1.0144e-06  7.1189e-03
 2.8003e-03  1.0180e-06  6.8992e-03
 2.8455e-03  1.0198e-06  6.7874e-03
 3.1105e-03  1.0297e-06  6.1168e-03
 3.1878e-03  1.0327e-06  5.9926e-03
 3.5391e-03  1.0456e-06  5.3913e-03
 3.5713e-03  1.0468e-06  5.3339e-03
 3.6260e-03  1.0489e-06  5.2543e-03
 3.6282e-03  1.0490e-06  5.2513e-03
 4.1004e-03  1.0657e-06  4.5588e-03
 4.3736e-03  1.0753e-06  4.2825e-03
 4.3875e-03  1.0757e-06  4.2684e-03
 4.6826e-03  1.0855e-06  3.9572e-03
 4.7079e-03  1.0863e-06  3.9293e-03
 4.7383e-03  1.0873e-06  3.8940e-03
 4.9258e-03  1.0933e-06  3.6681e-03
 5.4054e-03  1.1085e-06  3.4235e-03
 5.4412e-03  1.1096e-06  3.4018e-03
 6.0340e-03  1.1274e-06  3.0340e-03
 6.2063e-03  1.1323e-06  2.9184e-03
 6.7141e-03  1.1469e-06  2.7021e-03
 6.8441e-03  1.1505e-06  2.6455e-03
 7.1258e-03  1.1581e-06  2.5184e-03
 7.7594e-03  1.1750e-06  2.3197e-03
 7.9145e-03  1.1790e-06  2.2684e-03
 8.1814e-03  1.1857e-06  2.1827e-03
 8.3236e-03  1.1893e-06  2.1464e-03
 8.7930e-03  1.2010e-06  2.0264e-03
 9.3937e-03  1.2151e-06  1.8616e-03
 1.0197e-02  1.2335e-06  1.7176e-03
 1.0265e-02  1.2350e-06  1.7049e-03
 1.0785e-02  1.2464e-06  1.6069e-03
 1.1278e-02  1.2571e-06  1.5408e-03
 1.1802e-02  1.2679e-06  1.4671e-03
 1.2383e-02  1.2797e-06  1.3869e-03
 1.2686e-02  1.2859e-06  1.3542e-03
 1.2765e-02  1.2875e-06  1.3459e-03
