#      mass       lower       upper
 1.0300e-03  5.1451e-05  7.9968e-02
 1.0448e-03  5.0667e-05  6.7711e-02
 1.0567e-03  5.0029e-05  6.4881e-02
 1.0733e-03  4.9125e-05  5.3785e-02
 1.1073e-03  4.7219e-05  4.7673e-02
 1.1169e-03  4.6663e-05  4.2723e-02
 1.1821e-03  4.2725e-05  3.4020e-02
 1.1826e-03  4.2696e-05  3.3937e-02
 1.1830e-03  4.2696e-05  3.3918e-02
 1.1834e-03  4.2697e-05  3.3900e-02
 1.1926e-03  4.2725e-05  3.3508e-02
 1.3305e-03  4.3104e-05  2.6957e-02
 1.3496e-03  4.3155e-05  2.6237e-02
 1.3578e-03  4.3190e-05  2.5925e-02
 1.3683e-03  4.3279e-05  2.5550e-02
 1.4284e-03  4.3729e-05  2.3300e-02
 1.5590e-03  4.4693e-05  2.1416e-02
 1.5591e-03  4.4693e-05  2.1413e-02
 1.6647e-03  4.5618e-05  1.8973e-02
 1.7117e-03  4.6025e-05  1.8539e-02
 1.7898e-03  4.6718e-05  1.7794e-02
 1.8652e-03  4.7382e-05  1.7009e-02
 1.9150e-03  4.7815e-05  1.6496e-02
 2.0550e-03  4.8954e-05  1.4960e-02
 2.1589e-03  4.9545e-05  1.4217e-02
 2.2527e-03  5.0089e-05  1.3511e-02
 2.3595e-03  5.0701e-05  1.2702e-02
 2.4332e-03  5.1099e-05  1.2326e-02
 2.6412e-03  5.2243e-05  1.1195e-02
 2.7092e-03  5.2611e-05  1.0843e-02
 2.7360e-03  5.2748e-05  1.0732e-02
 2.7403e-03  5.2770e-05  1.0715e-02
 2.9334e-03  5.3785e-05  9.9270e-03
 3.0838e-03  5.4564e-05  9.2674e-03
 3.1105e-03  5.4705e-05  9.1454e-03
 3.3307e-03  5.5814e-05  8.5244e-03
 3.4676e-03  5.6491e-05  8.1266e-03
 3.5713e-03  5.7018e-05  7.8122e-03
 3.7300e-03  5.7797e-05  7.2799e-03
 3.8948e-03  5.8598e-05  7.0444e-03
 4.0797e-03  5.9519e-05  6.7711e-03
 4.1004e-03  5.9622e-05  6.7262e-03
 4.3629e-03  6.1061e-05  6.0324e-03
 4.3763e-03  6.1133e-05  5.9947e-03
 4.7079e-03  6.2983e-05  5.6089e-03
 4.8763e-03  6.3861e-05  5.3887e-03
 4.8839e-03  6.3904e-05  5.3785e-03
 5.4054e-03  6.6696e-05  4.6697e-03
 5.4442e-03  6.6911e-05  4.6140e-03
 5.5478e-03  6.7519e-05  4.4616e-03
 5.5811e-03  6.7711e-05  4.4393e-03
 5.8232e-03  6.9150e-05  4.2724e-03
 6.0573e-03  7.0508e-05  4.0465e-03
 6.2063e-03  7.1446e-05  3.8960e-03
 6.7008e-03  7.5022e-05  3.5713e-03
 6.9533e-03  7.6975e-05  3.3937e-03
 7.1258e-03  7.8285e-05  3.2718e-03
 7.3893e-03  8.0238e-05  3.1374e-03
 7.8591e-03  8.4028e-05  2.8825e-03
 8.0144e-03  8.5244e-05  2.8082e-03
 8.1281e-03  8.6182e-05  2.7525e-03
 8.1814e-03  8.6666e-05  2.7260e-03
 8.2082e-03  8.6910e-05  2.7104e-03
 8.2582e-03  8.7364e-05  2.6957e-03
 8.9099e-03  9.3098e-05  2.4398e-03
 9.3937e-03  9.7779e-05  2.2310e-03
 9.7001e-03  1.0116e-04  2.1413e-03
 1.0286e-02  1.0732e-04  1.9702e-03
 1.0584e-02  1.1073e-04  1.8773e-03
 1.0785e-02  1.1326e-04  1.8119e-03
 1.1291e-02  1.1996e-04  1.7009e-03
 1.1460e-02  1.2211e-04  1.6649e-03
 1.2383e-02  1.3374e-04  1.4523e-03
 1.2423e-02  1.3439e-04  1.4459e-03
 1.2468e-02  1.3511e-04  1.4385e-03
 1.2992e-02  1.4496e-04  1.3511e-03
 1.3314e-02  1.5072e-04  1.2987e-03
 1.4218e-02  1.6495e-04  1.1395e-03
 1.4371e-02  1.6708e-04  1.1112e-03
 1.4430e-02  1.6800e-04  1.1000e-03
 1.4567e-02  1.7008e-04  1.0877e-03
 1.4727e-02  1.7297e-04  1.0732e-03
 1.5476e-02  1.8590e-04  9.7385e-04
 1.6256e-02  2.0795e-04  8.5831e-04
 1.6300e-02  2.0912e-04  8.5244e-04
 1.6324e-02  2.0974e-04  8.4876e-04
 1.6411e-02  2.1225e-04  8.3951e-04
 1.6457e-02  2.1413e-04  8.3450e-04
 1.7340e-02  2.4376e-04  7.3309e-04
 1.7778e-02  2.6299e-04  6.7711e-04
 1.7936e-02  2.6957e-04  6.3990e-04
 1.7971e-02  2.7171e-04  6.3129e-04
 1.8175e-02  2.8376e-04  6.1026e-04
 1.8743e-02  3.2300e-04  5.4744e-04
 1.8818e-02  3.2973e-04  5.3785e-04
 1.8844e-02  3.3197e-04  5.3305e-04
 1.8881e-02  3.3524e-04  5.2598e-04
 1.8911e-02  3.3937e-04  5.2020e-04
 1.9132e-02  1.0000e+05  1.0000e+05
 1.9137e-02  1.0000e+05  1.0000e+05
