#      mass       lower       upper
 1.0300e-03  4.2319e-05  1.4137e-01
 1.0416e-03  4.1423e-05  1.3607e-01
 1.0513e-03  4.0664e-05  1.3150e-01
 1.0692e-03  3.9221e-05  1.0808e-01
 1.1016e-03  3.6460e-05  9.6627e-02
 1.1125e-03  3.5480e-05  8.5852e-02
 1.1180e-03  3.4983e-05  7.8182e-02
 1.1266e-03  3.4179e-05  7.6885e-02
 1.1807e-03  3.0584e-05  6.8195e-02
 1.1826e-03  3.0453e-05  6.7767e-02
 1.2905e-03  2.9549e-05  5.8354e-02
 1.3333e-03  2.9223e-05  5.4170e-02
 1.3578e-03  2.9035e-05  5.2388e-02
 1.4317e-03  2.8870e-05  4.7005e-02
 1.5079e-03  2.8698e-05  4.4915e-02
 1.5590e-03  2.8593e-05  4.3455e-02
 1.5728e-03  2.8589e-05  4.3031e-02
 1.7371e-03  2.8537e-05  3.8116e-02
 1.7898e-03  2.8523e-05  3.6400e-02
 1.8447e-03  2.8551e-05  3.5311e-02
 1.9001e-03  2.8577e-05  3.4178e-02
 2.0550e-03  2.8650e-05  3.0999e-02
 2.2756e-03  2.8840e-05  2.8031e-02
 2.3368e-03  2.8889e-05  2.7150e-02
 2.3482e-03  2.8898e-05  2.6933e-02
 2.3595e-03  2.8907e-05  2.6828e-02
 2.4043e-03  2.8952e-05  2.6313e-02
 2.5962e-03  2.9146e-05  2.4180e-02
 2.7092e-03  2.9255e-05  2.2832e-02
 2.7578e-03  2.9307e-05  2.2214e-02
 2.8688e-03  2.9425e-05  2.1566e-02
 2.9582e-03  2.9520e-05  2.0851e-02
 3.1105e-03  2.9674e-05  1.9573e-02
 3.2421e-03  2.9813e-05  1.8355e-02
 3.3674e-03  2.9946e-05  1.7866e-02
 3.5499e-03  3.0130e-05  1.7130e-02
 3.5713e-03  3.0152e-05  1.7005e-02
 3.6126e-03  3.0194e-05  1.6805e-02
 3.8301e-03  3.0418e-05  1.5803e-02
 4.1004e-03  3.0682e-05  1.4462e-02
 4.3584e-03  3.0937e-05  1.3607e-02
 4.4417e-03  3.1019e-05  1.3328e-02
 4.7079e-03  3.1263e-05  1.2397e-02
 4.9458e-03  3.1484e-05  1.1863e-02
 5.3852e-03  3.1876e-05  1.0808e-02
 5.4054e-03  3.1894e-05  1.0759e-02
 5.6153e-03  3.2078e-05  1.0165e-02
 5.7928e-03  3.2228e-05  9.6349e-03
 6.2063e-03  3.2575e-05  9.1244e-03
 6.3720e-03  3.2710e-05  8.8953e-03
 6.5899e-03  3.2883e-05  8.5852e-03
 7.1258e-03  3.3305e-05  7.7990e-03
 7.2272e-03  3.3383e-05  7.7030e-03
 8.1046e-03  3.4028e-05  6.8195e-03
