0.,-4.71443288096407,-4.689517128150397,-5.046969767163996
0.1,-4.714418267294251,-4.689502514479106,-5.046828849585855
0.2,-4.714395108202794,-4.6894793553853145,-5.046605697428695
0.30000000000000004,-4.714358408575078,-4.6894426557539,-5.0462524941671765
0.4,-4.714300256287164,-4.689384503460123,-5.045693878882153
0.5,-4.7142081230101445,-4.689292370173813,-5.044811466470445
0.6000000000000001,-4.7140621816333725,-4.6891464287823155,-5.0434202409801365
0.7000000000000001,-4.713831080867641,-4.6889153279932465,-5.04123339416975
0.8,-4.713465313896605,-4.688549560985222,-5.037811965977795
0.9,-4.71288687139014,-4.687971118420133,-5.0324974328111605
1.,-4.711973246463763,-4.687057493400846,-5.02433216240563
1.1,-4.710533076763483,-4.685617323553312,-5.011988922208466
1.2000000000000002,-4.708269948326488,-4.683354194882935,-4.9937589137801135
1.3,-4.704730757005071,-4.679815003191634,-4.967676887207166
1.4000000000000001,-4.699237064078966,-4.674321309679302,-4.931850615797168
1.5,-4.690805209059612,-4.665889453730841,-4.884955359675595
1.6,-4.678078113554911,-4.653162356753603,-4.826678295537385
1.7000000000000002,-4.659320742052322,-4.6344049829172,-4.757834872989156
1.8,-4.6325590762177695,-4.607643313383803,-4.680074558827382
1.9000000000000001,-4.595925616695557,-4.571009847999316,-4.595377361657116
2.,-4.548159690900096,-4.523243912912777,-4.505618888645493
2.1,-4.48903580785703,-4.464120015144343,-4.412338564269706
2.2,-4.419447727787166,-4.394531911736344,-4.316687931593751
2.3000000000000003,-4.34108844769132,-4.3161725946520395,-4.219477687038047
2.4000000000000004,-4.255943091403214,-4.231027179741171,-4.1212564908538925
2.5,-4.165867123305384,-4.140951118732503,-4.022386329135179
2.6,-4.072370486330489,-4.047454334503797,-3.923102157916898
2.7,-3.976576386204998,-3.951660000996604,-3.823554893317957
2.8000000000000003,-3.8792727018909225,-3.854355946797109,-3.723840815555287
2.9000000000000004,-3.780991407395887,-3.756074066072314,-3.62402106375041
3.,-3.6820829676293267,-3.6571646971919964,-3.5241343139941064
3.1,-3.582774670993671,-3.5578549280047413,-3.4242049194277793
3.2,-3.48321246729082,-3.4582903904509914,-3.3242480835933477
3.3000000000000003,-3.3834895092641983,-3.35856373348507,-3.2242731088533083
3.4000000000000004,-3.283665058183935,-3.2587334198934292,-3.1242853910094617
3.5,-3.1837767913788393,-3.1588358614137513,-3.0242875786145493
3.6,-3.083848740746935,-3.058893083916869,-2.9242801423383056
3.7,-2.9838964023765344,-2.9589174036487003,-2.8242614751733246
3.8000000000000003,-2.8839300503383765,-2.8589140537041526,-2.7242275438471806
3.9000000000000004,-2.7839569418901573,-2.758882298752851,-2.6241710146360413
4.,-2.6839828788031945,-2.658815265174137,-2.5240796616002306
4.1000000000000005,-2.584013457145674,-2.5586984397897936,-2.4239337056408985
4.2,-2.4840552729884346,-2.458506497064206,-2.3237014898962047
4.3,-2.3841173422786825,-2.358197733110652,-2.223332507209145
4.4,-2.2842130378291605,-2.2577048133680826,-2.122746145801852
4.5,-2.1843629532676108,-2.1569196040329772,-2.0218133952264083
4.6000000000000005,-2.084599291714499,-2.0556682163463034,-1.9203267177002328
4.7,-1.9849726756175001,-1.953669328119364,-1.817949371929963
4.800000000000001,-1.8855627211726147,-1.8504626877974526,-1.7141273479354378
4.9,-1.7864943471208277,-1.7452811894123397,-1.6079285550463793
5.,-1.6879625721191713,-1.636806902045926,-1.4977265979455634
5.1000000000000005,-1.590269303832706,-1.522659411440473,-1.3805066484243853
5.2,-1.4938756989325157,-1.3981588876375035,-1.25006623013306
5.300000000000001,-1.3994714840734475,-1.2525887535358995,-1.0909005683076645
5.4,-1.3080549812708655,-1.0522322190453623,-0.8419474279310925
5.5,-1.2209999002175793,-0.3712753290469194,-0.616883559528024
5.6000000000000005,-1.1400555405016346,-0.9263559176014523,-0.8832454582843681
5.7,-1.0671999285737717,-1.038999841529045,-0.9633165151442324
5.800000000000001,-1.004285510982618,-1.0883855361584616,-1.0019249219588924
5.9,-0.9525361894059139,-1.1146075022462494,-1.0231685441333276
6.,-0.9121286565320859,-1.1296586309725931,-1.0355762457782036
6.1000000000000005,-0.8821264562699477,-1.1386450662749357,-1.0430552241257547
6.2,-0.8608137244986208,-1.144129552875192,-1.047644952151549
6.300000000000001,-0.8462035843131832,-1.1475200867864863,-1.0504917419943536
6.4,-0.8364523134920179,-1.1496324466106425,-1.0522689298141121
6.5,-0.8300664565133058,-1.1509547596117362,-1.0533828215567245
6.6000000000000005,-0.8259384328463719,-1.1517849585295574,-1.0540827110781894
6.7,-0.8232928605857832,-1.1523071501908497,-1.0545231536327981
6.800000000000001,-0.8216068791933171,-1.1526359858967679,-1.0548005951391528
6.9,-0.8205363217703434,-1.1528432112708948,-1.0549754666807205
7.,-0.8198581198896219,-1.152973859963556,-1.0550857307484767
