#      mass       lower       upper
 1.0300e-03  1.0195e-09  9.9618e-06
 1.0381e-03  1.0014e-09  1.0673e-05
 1.0449e-03  9.8595e-10  1.1236e-05
 1.0459e-03  9.8364e-10  1.1234e-05
 1.0573e-03  9.5884e-10  1.0811e-05
 1.0638e-03  9.4723e-10  1.0298e-05
 1.0924e-03  8.9444e-10  1.0244e-05
 1.1048e-03  8.7042e-10  9.2108e-06
 1.1276e-03  8.2452e-10  8.9475e-06
 1.1664e-03  7.6163e-10  8.1420e-06
 1.1680e-03  7.5924e-10  8.0994e-06
 1.1700e-03  7.5629e-10  7.9471e-06
 1.1826e-03  7.3744e-10  7.7036e-06
 1.2113e-03  7.3174e-10  7.5702e-06
 1.3114e-03  7.1385e-10  6.7707e-06
 1.3578e-03  7.0539e-10  6.4343e-06
 1.4255e-03  7.0229e-10  6.1705e-06
 1.5453e-03  6.9723e-10  5.5873e-06
 1.5590e-03  6.9665e-10  5.5233e-06
 1.5961e-03  6.9671e-10  5.3939e-06
 1.6445e-03  6.9674e-10  5.2373e-06
 1.7898e-03  6.9696e-10  4.7072e-06
 1.8693e-03  6.9844e-10  4.5118e-06
 1.8849e-03  6.9875e-10  4.4576e-06
 1.9606e-03  7.0011e-10  4.1803e-06
 2.0550e-03  7.0181e-10  4.0348e-06
 2.1541e-03  7.0423e-10  3.8718e-06
 2.3035e-03  7.0769e-10  3.6074e-06
 2.3595e-03  7.0899e-10  3.5061e-06
 2.4577e-03  7.1163e-10  3.3687e-06
 2.4638e-03  7.1178e-10  3.3599e-06
 2.7092e-03  7.1821e-10  3.0106e-06
 2.8003e-03  7.2079e-10  2.9183e-06
 2.8455e-03  7.2200e-10  2.8712e-06
 3.1105e-03  7.2901e-10  2.5879e-06
 3.1878e-03  7.3113e-10  2.5355e-06
 3.5391e-03  7.4029e-10  2.2810e-06
 3.5713e-03  7.4114e-10  2.2566e-06
 3.6260e-03  7.4262e-10  2.2229e-06
 3.6282e-03  7.4268e-10  2.2216e-06
 4.1004e-03  7.5454e-10  1.9278e-06
 4.3736e-03  7.6130e-10  1.8106e-06
 4.3875e-03  7.6163e-10  1.8046e-06
 4.6826e-03  7.6855e-10  1.6724e-06
 4.7079e-03  7.6912e-10  1.6606e-06
 4.7383e-03  7.6982e-10  1.6456e-06
 4.9258e-03  7.7406e-10  1.5497e-06
 5.4054e-03  7.8480e-10  1.4458e-06
 5.4412e-03  7.8559e-10  1.4366e-06
 6.0340e-03  7.9823e-10  1.2805e-06
 6.2063e-03  8.0172e-10  1.2314e-06
 6.7141e-03  8.1200e-10  1.1396e-06
 6.8441e-03  8.1460e-10  1.1156e-06
 7.1258e-03  8.1997e-10  1.0617e-06
 7.7594e-03  8.3195e-10  9.7735e-07
 7.9145e-03  8.3474e-10  9.5559e-07
 8.1814e-03  8.3950e-10  9.1925e-07
 8.3236e-03  8.4205e-10  9.0384e-07
 8.7930e-03  8.5036e-10  8.5296e-07
 9.3937e-03  8.6033e-10  7.8312e-07
 1.0197e-02  8.7337e-10  7.2208e-07
 1.0265e-02  8.7443e-10  7.1671e-07
 1.0785e-02  8.8244e-10  6.7523e-07
 1.1278e-02  8.9005e-10  6.4720e-07
 1.1802e-02  8.9769e-10  6.1601e-07
 1.2383e-02  9.0606e-10  5.8204e-07
 1.2686e-02  9.1043e-10  5.6823e-07
 1.2765e-02  9.1155e-10  5.6471e-07
 1.4218e-02  9.3132e-10  4.9554e-07
 1.5621e-02  9.4937e-10  4.5043e-07
 1.5974e-02  9.5386e-10  4.3433e-07
 1.6317e-02  9.5820e-10  4.2694e-07
 1.6324e-02  9.5829e-10  4.2678e-07
 1.6329e-02  9.5832e-10  4.2665e-07
 1.6372e-02  9.5886e-10  4.2564e-07
 1.7747e-02  9.7542e-10  3.9131e-07
 1.8456e-02  9.8383e-10  3.7385e-07
 1.8743e-02  9.8713e-10  3.6657e-07
 1.9242e-02  9.9259e-10  3.5697e-07
 2.0858e-02  1.0101e-09  3.2528e-07
 2.1520e-02  1.0170e-09  3.1137e-07
 2.2411e-02  1.0260e-09  2.9959e-07
 2.3621e-02  1.0375e-09  2.8282e-07
 2.4708e-02  1.0478e-09  2.6733e-07
 2.6631e-02  1.0655e-09  2.4735e-07
 2.7037e-02  1.0691e-09  2.4293e-07
 2.8369e-02  1.0808e-09  2.2912e-07
 2.9000e-02  1.0862e-09  2.2400e-07
 3.0072e-02  1.0954e-09  2.1538e-07
 3.2571e-02  1.1162e-09  1.9384e-07
 3.5430e-02  1.1393e-09  1.7735e-07
 3.6240e-02  1.1457e-09  1.7257e-07
 3.7397e-02  1.1543e-09  1.6550e-07
 3.8286e-02  1.1610e-09  1.5955e-07
 3.9286e-02  1.1685e-09  1.5259e-07
 4.2938e-02  1.1954e-09  1.4186e-07
 4.3162e-02  1.1970e-09  1.4109e-07
 4.3375e-02  1.1986e-09  1.4035e-07
 4.4610e-02  1.2075e-09  1.3432e-07
 4.6241e-02  1.2189e-09  1.2592e-07
 4.8630e-02  1.2354e-09  1.2075e-07
 4.9299e-02  1.2401e-09  1.1926e-07
