#      mass       lower       upper
 1.0300e-03  2.9868e-07  2.2353e-04
 1.0416e-03  2.9235e-07  2.6735e-04
 1.0513e-03  2.8700e-07  2.8320e-04
 1.0692e-03  2.7682e-07  2.5740e-04
 1.1016e-03  2.5733e-07  2.5482e-04
 1.1125e-03  2.5041e-07  2.3146e-04
 1.1180e-03  2.4690e-07  2.1278e-04
 1.1266e-03  2.4123e-07  2.1237e-04
 1.1807e-03  2.1586e-07  2.0105e-04
 1.1826e-03  2.1493e-07  2.0012e-04
 1.2905e-03  2.0855e-07  1.8347e-04
 1.3333e-03  2.0625e-07  1.7275e-04
 1.3578e-03  2.0492e-07  1.6820e-04
 1.4317e-03  2.0376e-07  1.5324e-04
 1.5079e-03  2.0255e-07  1.4810e-04
 1.5590e-03  2.0180e-07  1.4410e-04
 1.5728e-03  2.0177e-07  1.4289e-04
 1.7371e-03  2.0141e-07  1.2796e-04
 1.7898e-03  2.0131e-07  1.2247e-04
 1.8447e-03  2.0151e-07  1.1905e-04
 1.9001e-03  2.0169e-07  1.1541e-04
 2.0550e-03  2.0221e-07  1.0500e-04
 2.2756e-03  2.0355e-07  9.5175e-05
 2.3368e-03  2.0390e-07  9.2210e-05
 2.3482e-03  2.0396e-07  9.1475e-05
 2.3595e-03  2.0402e-07  9.1125e-05
 2.4043e-03  2.0434e-07  8.9395e-05
 2.5962e-03  2.0571e-07  8.2178e-05
 2.7092e-03  2.0648e-07  7.7587e-05
 2.7578e-03  2.0685e-07  7.5480e-05
 2.8688e-03  2.0768e-07  7.3277e-05
 2.9582e-03  2.0836e-07  7.0837e-05
 3.1105e-03  2.0944e-07  6.6464e-05
 3.2421e-03  2.1043e-07  6.2290e-05
 3.3674e-03  2.1137e-07  6.0620e-05
 3.5499e-03  2.1267e-07  5.8098e-05
 3.5713e-03  2.1282e-07  5.7669e-05
 3.6126e-03  2.1312e-07  5.6982e-05
 3.8301e-03  2.1470e-07  5.3544e-05
 4.1004e-03  2.1657e-07  4.8939e-05
 4.3584e-03  2.1838e-07  4.6005e-05
 4.4417e-03  2.1896e-07  4.5047e-05
 4.7079e-03  2.2069e-07  4.1851e-05
 4.9458e-03  2.2225e-07  4.0018e-05
 5.3852e-03  2.2503e-07  3.6398e-05
 5.4054e-03  2.2515e-07  3.6228e-05
 5.6153e-03  2.2645e-07  3.4193e-05
 5.7928e-03  2.2752e-07  3.2376e-05
 6.2063e-03  2.2998e-07  3.0625e-05
 6.3720e-03  2.3094e-07  2.9840e-05
 6.5899e-03  2.3217e-07  2.8778e-05
 7.1258e-03  2.3516e-07  2.6086e-05
 7.2272e-03  2.3572e-07  2.5758e-05
 8.1046e-03  2.4031e-07  2.2736e-05
 8.1427e-03  2.4050e-07  2.2552e-05
 8.1814e-03  2.4070e-07  2.2460e-05
 8.1940e-03  2.4077e-07  2.2423e-05
 8.3146e-03  2.4138e-07  2.2066e-05
 8.3488e-03  2.4155e-07  2.1963e-05
 9.2853e-03  2.4615e-07  1.9275e-05
 9.3937e-03  2.4667e-07  1.8941e-05
 9.5456e-03  2.4748e-07  1.8450e-05
 9.8769e-03  2.4923e-07  1.7948e-05
 1.0501e-02  2.5251e-07  1.6640e-05
 1.0785e-02  2.5398e-07  1.6010e-05
 1.1852e-02  2.5991e-07  1.4450e-05
 1.2045e-02  2.6096e-07  1.4151e-05
 1.2383e-02  2.6281e-07  1.3630e-05
 1.3234e-02  2.6743e-07  1.2615e-05
 1.3361e-02  2.6811e-07  1.2475e-05
 1.4218e-02  2.7272e-07  1.1486e-05
 1.4612e-02  2.7482e-07  1.1140e-05
 1.5046e-02  2.7713e-07  1.0766e-05
 1.6324e-02  2.8393e-07  9.5829e-06
 1.6922e-02  2.8712e-07  9.2109e-06
