#      mass       lower       upper
 1.0300e-03  5.6578e-08  2.7853e-04
 1.0381e-03  5.5571e-08  3.0326e-04
 1.0449e-03  5.4713e-08  3.2241e-04
 1.0459e-03  5.4585e-08  3.2275e-04
 1.0573e-03  5.3209e-08  3.1430e-04
 1.0638e-03  5.2565e-08  3.0102e-04
 1.0924e-03  4.9635e-08  3.0502e-04
 1.1048e-03  4.8303e-08  2.7579e-04
 1.1276e-03  4.5755e-08  2.7035e-04
 1.1664e-03  4.2265e-08  2.4882e-04
 1.1680e-03  4.2132e-08  2.4761e-04
 1.1700e-03  4.1969e-08  2.4305e-04
 1.1826e-03  4.0923e-08  2.3628e-04
 1.2113e-03  4.0606e-08  2.3350e-04
 1.3114e-03  3.9614e-08  2.1154e-04
 1.3578e-03  3.9144e-08  2.0180e-04
 1.4255e-03  3.8973e-08  1.9436e-04
 1.5453e-03  3.8692e-08  1.7685e-04
 1.5590e-03  3.8660e-08  1.7489e-04
 1.5961e-03  3.8663e-08  1.7097e-04
 1.6445e-03  3.8665e-08  1.6619e-04
 1.7898e-03  3.8676e-08  1.4970e-04
 1.8693e-03  3.8759e-08  1.4361e-04
 1.8849e-03  3.8776e-08  1.4190e-04
 1.9606e-03  3.8851e-08  1.3313e-04
 2.0550e-03  3.8946e-08  1.2857e-04
 2.1541e-03  3.9080e-08  1.2342e-04
 2.3035e-03  3.9272e-08  1.1503e-04
 2.3595e-03  3.9344e-08  1.1180e-04
 2.4577e-03  3.9491e-08  1.0743e-04
 2.4638e-03  3.9499e-08  1.0715e-04
 2.7092e-03  3.9856e-08  9.5999e-05
 2.8003e-03  3.9999e-08  9.3050e-05
 2.8455e-03  4.0066e-08  9.1546e-05
 3.1105e-03  4.0455e-08  8.2486e-05
 3.1878e-03  4.0573e-08  8.0809e-05
 3.5391e-03  4.1081e-08  7.2662e-05
 3.5713e-03  4.1128e-08  7.1883e-05
 3.6260e-03  4.1211e-08  7.0803e-05
 3.6282e-03  4.1214e-08  7.0762e-05
 4.1004e-03  4.1872e-08  6.1356e-05
 4.3736e-03  4.2247e-08  5.7601e-05
 4.3875e-03  4.2266e-08  5.7410e-05
 4.6826e-03  4.2649e-08  5.3180e-05
 4.7079e-03  4.2681e-08  5.2802e-05
 4.7383e-03  4.2720e-08  5.2321e-05
 4.9258e-03  4.2956e-08  4.9252e-05
 5.4054e-03  4.3551e-08  4.5928e-05
 5.4412e-03  4.3595e-08  4.5633e-05
 6.0340e-03  4.4297e-08  4.0638e-05
 6.2063e-03  4.4490e-08  3.9070e-05
 6.7141e-03  4.5061e-08  3.6134e-05
 6.8441e-03  4.5205e-08  3.5366e-05
 7.1258e-03  4.5503e-08  3.3643e-05
 7.7594e-03  4.6168e-08  3.0948e-05
 7.9145e-03  4.6323e-08  3.0253e-05
 8.1814e-03  4.6587e-08  2.9093e-05
 8.3236e-03  4.6729e-08  2.8601e-05
 8.7930e-03  4.7190e-08  2.6976e-05
 9.3937e-03  4.7744e-08  2.4748e-05
 1.0197e-02  4.8467e-08  2.2800e-05
 1.0265e-02  4.8526e-08  2.2629e-05
 1.0785e-02  4.8971e-08  2.1306e-05
 1.1278e-02  4.9393e-08  2.0413e-05
 1.1802e-02  4.9818e-08  1.9419e-05
 1.2383e-02  5.0282e-08  1.8337e-05
 1.2686e-02  5.0525e-08  1.7897e-05
 1.2765e-02  5.0587e-08  1.7785e-05
 1.4218e-02  5.1685e-08  1.5583e-05
 1.5621e-02  5.2687e-08  1.4148e-05
 1.5974e-02  5.2937e-08  1.3636e-05
 1.6317e-02  5.3177e-08  1.3401e-05
 1.6324e-02  5.3183e-08  1.3396e-05
 1.6329e-02  5.3184e-08  1.3392e-05
 1.6372e-02  5.3215e-08  1.3359e-05
 1.7747e-02  5.4134e-08  1.2268e-05
 1.8456e-02  5.4601e-08  1.1714e-05
 1.8743e-02  5.4785e-08  1.1482e-05
 1.9242e-02  5.5088e-08  1.1177e-05
 2.0858e-02  5.6063e-08  1.0172e-05
 2.1520e-02  5.6444e-08  9.7306e-06
 2.2411e-02  5.6945e-08  9.3568e-06
 2.3621e-02  5.7586e-08  8.8249e-06
 2.4708e-02  5.8157e-08  8.3342e-06
 2.6631e-02  5.9141e-08  7.7012e-06
 2.7037e-02  5.9342e-08  7.5613e-06
 2.8369e-02  5.9993e-08  7.1241e-06
 2.9000e-02  6.0296e-08  6.9620e-06
 3.0072e-02  6.0806e-08  6.6893e-06
 3.2571e-02  6.1966e-08  6.0084e-06
 3.5430e-02  6.3255e-08  5.4874e-06
 3.6240e-02  6.3614e-08  5.3363e-06
 3.7397e-02  6.4092e-08  5.1133e-06
 3.8286e-02  6.4470e-08  4.9256e-06
 3.9286e-02  6.4889e-08  4.7063e-06
 4.2938e-02  6.6391e-08  4.3672e-06
 4.3162e-02  6.6481e-08  4.3429e-06
 4.3375e-02  6.6568e-08  4.3197e-06
 4.4610e-02  6.7070e-08  4.1299e-06
 4.6241e-02  6.7710e-08  3.8656e-06
 4.8630e-02  6.8633e-08  3.7022e-06
 4.9299e-02  6.8901e-08  3.6552e-06
 5.2667e-02  7.0203e-08  3.3958e-06
 5.4732e-02  7.0992e-08  3.2339e-06
 5.6603e-02  7.1721e-08  3.0805e-06
 5.8996e-02  7.2686e-08  2.8664e-06
 5.9434e-02  7.2860e-08  2.8497e-06
 6.4150e-02  7.4593e-08  2.6637e-06
 6.4990e-02  7.4901e-08  2.6153e-06
 6.9081e-02  7.6476e-08  2.3437e-06
 6.9226e-02  7.6533e-08  2.3335e-06
 7.4618e-02  7.8559e-08  2.1778e-06
 7.7465e-02  7.9644e-08  2.0846e-06
 7.7482e-02  7.9651e-08  2.0841e-06
 8.5672e-02  8.2778e-08  1.8066e-06
 9.1471e-02  8.5044e-08  1.6710e-06
 9.3375e-02  8.5790e-08  1.6244e-06
 9.5709e-02  8.6722e-08  1.5458e-06
 9.6991e-02  8.7215e-08  1.5251e-06
 9.8364e-02  8.7760e-08  1.5026e-06
 1.0832e-01  9.1642e-08  1.3358e-06
 1.1256e-01  9.3417e-08  1.2592e-06
 1.1294e-01  9.3575e-08  1.2525e-06
 1.1425e-01  9.4113e-08  1.2324e-06
 1.2076e-01  9.6775e-08  1.1446e-06
 1.2967e-01  1.0064e-07  1.0143e-06
 1.3413e-01  1.0258e-07  9.6873e-07
 1.3443e-01  1.0271e-07  9.6573e-07
 1.4888e-01  1.0952e-07  8.1297e-07
 1.4939e-01  1.0978e-07  8.0733e-07
 1.5091e-01  1.1060e-07  7.9007e-07
 1.5242e-01  1.1145e-07  7.7274e-07
 1.5914e-01  1.1491e-07  7.3531e-07
 1.6551e-01  1.1843e-07  6.8686e-07
 1.7094e-01  1.2178e-07  6.4324e-07
 1.8297e-01  1.2942e-07  5.7496e-07
 1.8808e-01  1.3319e-07  5.4387e-07
 1.9626e-01  1.3979e-07  4.9392e-07
 2.0107e-01  1.4797e-07  4.3435e-07
 2.0461e-01  1.5722e-07  3.8432e-07
 2.0739e-01  1.6439e-07  3.5878e-07
 2.1501e-01  1.7383e-07  3.5936e-07
 2.1734e-01  1.7974e-07  3.4399e-07
 2.1860e-01  1.8495e-07  3.3106e-07
 2.2534e-01  1.0000e+05  1.0000e+05
 2.3047e-01  1.0000e+05  1.0000e+05
 2.3429e-01  1.0000e+05  1.0000e+05
 2.3601e-01  1.0000e+05  1.0000e+05
 2.4492e-01  1.0000e+05  1.0000e+05
 2.5211e-01  1.0000e+05  1.0000e+05
 2.5508e-01  1.0000e+05  1.0000e+05
 2.5685e-01  1.0000e+05  1.0000e+05
 2.5872e-01  1.0000e+05  1.0000e+05
 2.7004e-01  1.0000e+05  1.0000e+05
 2.7901e-01  1.0000e+05  1.0000e+05
