#      mass       lower       upper
 1.0300e-03  2.9963e-08  2.9351e-05
 1.0416e-03  2.9328e-08  3.4685e-05
 1.0513e-03  2.8791e-08  3.6504e-05
 1.0692e-03  2.7769e-08  3.2914e-05
 1.1016e-03  2.5814e-08  3.2263e-05
 1.1125e-03  2.5121e-08  2.9241e-05
 1.1180e-03  2.4769e-08  2.6857e-05
 1.1266e-03  2.4200e-08  2.6760e-05
 1.1807e-03  2.1654e-08  2.5135e-05
 1.1826e-03  2.1561e-08  2.5014e-05
 1.2905e-03  2.0921e-08  2.2745e-05
 1.3333e-03  2.0690e-08  2.1375e-05
 1.3578e-03  2.0557e-08  2.0792e-05
 1.4317e-03  2.0440e-08  1.8903e-05
 1.5079e-03  2.0319e-08  1.8239e-05
 1.5590e-03  2.0244e-08  1.7732e-05
 1.5728e-03  2.0241e-08  1.7579e-05
 1.7371e-03  2.0205e-08  1.5719e-05
 1.7898e-03  2.0195e-08  1.5040e-05
 1.8447e-03  2.0215e-08  1.4616e-05
 1.9001e-03  2.0233e-08  1.4167e-05
 2.0550e-03  2.0285e-08  1.2884e-05
 2.2756e-03  2.0419e-08  1.1676e-05
 2.3368e-03  2.0454e-08  1.1313e-05
 2.3482e-03  2.0460e-08  1.1223e-05
 2.3595e-03  2.0467e-08  1.1180e-05
 2.4043e-03  2.0499e-08  1.0967e-05
 2.5962e-03  2.0636e-08  1.0083e-05
 2.7092e-03  2.0713e-08  9.5207e-06
 2.7578e-03  2.0750e-08  9.2628e-06
 2.8688e-03  2.0834e-08  8.9931e-06
 2.9582e-03  2.0901e-08  8.6944e-06
 3.1105e-03  2.1010e-08  8.1592e-06
 3.2421e-03  2.1109e-08  7.6487e-06
 3.3674e-03  2.1203e-08  7.4442e-06
 3.5499e-03  2.1333e-08  7.1358e-06
 3.5713e-03  2.1349e-08  7.0833e-06
 3.6126e-03  2.1379e-08  6.9992e-06
 3.8301e-03  2.1537e-08  6.5787e-06
 4.1004e-03  2.1725e-08  6.0153e-06
 4.3584e-03  2.1906e-08  5.6563e-06
 4.4417e-03  2.1964e-08  5.5392e-06
 4.7079e-03  2.2137e-08  5.1481e-06
 4.9458e-03  2.2293e-08  4.9238e-06
 5.3852e-03  2.2572e-08  4.4808e-06
 5.4054e-03  2.2585e-08  4.4600e-06
 5.6153e-03  2.2715e-08  4.2109e-06
 5.7928e-03  2.2822e-08  3.9884e-06
 6.2063e-03  2.3068e-08  3.7741e-06
 6.3720e-03  2.3164e-08  3.6780e-06
 6.5899e-03  2.3287e-08  3.5479e-06
 7.1258e-03  2.3587e-08  3.2182e-06
 7.2272e-03  2.3642e-08  3.1780e-06
 8.1046e-03  2.4101e-08  2.8078e-06
 8.1427e-03  2.4121e-08  2.7852e-06
 8.1814e-03  2.4141e-08  2.7739e-06
 8.1940e-03  2.4147e-08  2.7694e-06
 8.3146e-03  2.4209e-08  2.7257e-06
 8.3488e-03  2.4225e-08  2.7131e-06
 9.2853e-03  2.4684e-08  2.3835e-06
 9.3937e-03  2.4736e-08  2.3425e-06
 9.5456e-03  2.4817e-08  2.2824e-06
 9.8769e-03  2.4992e-08  2.2209e-06
 1.0501e-02  2.5319e-08  2.0604e-06
 1.0785e-02  2.5466e-08  1.9832e-06
 1.1852e-02  2.6057e-08  1.7919e-06
 1.2045e-02  2.6162e-08  1.7553e-06
 1.2383e-02  2.6346e-08  1.6914e-06
 1.3234e-02  2.6805e-08  1.5668e-06
 1.3361e-02  2.6873e-08  1.5496e-06
 1.4218e-02  2.7330e-08  1.4283e-06
 1.4612e-02  2.7540e-08  1.3858e-06
 1.5046e-02  2.7769e-08  1.3398e-06
