#      mass       lower
 8.9907e-03  1.7202e-03
 9.0814e-03  1.4368e-03
 9.1546e-03  1.5819e-03
 9.2284e-03  1.6989e-03
 9.3215e-03  1.5130e-03
 9.3967e-03  1.5430e-03
 9.4724e-03  1.4523e-03
 9.5488e-03  1.4241e-03
 9.6258e-03  1.2683e-03
 9.7034e-03  1.0881e-03
 9.8013e-03  1.1916e-03
 9.8803e-03  1.0594e-03
 9.9599e-03  1.0919e-03
 1.0040e-02  1.0978e-03
 1.0121e-02  8.8959e-04
 1.0182e-02  1.0388e-03
 1.0264e-02  7.1934e-04
 1.0347e-02  8.6612e-04
 1.0431e-02  8.5537e-04
 1.0515e-02  1.1540e-03
 1.0599e-02  1.2109e-03
 1.0663e-02  1.2348e-03
 1.0749e-02  1.1356e-03
 1.0836e-02  1.1581e-03
 1.0923e-02  1.1397e-03
 1.1034e-02  1.2109e-03
 1.1123e-02  1.2638e-03
 1.1235e-02  1.1602e-03
 1.1325e-02  1.1622e-03
 1.1440e-02  1.1175e-03
 1.1532e-02  1.1235e-03
 1.1625e-02  9.9528e-04
 1.1742e-02  9.0558e-04
 1.1837e-02  9.9884e-04
 1.1932e-02  1.1195e-03
 1.2028e-02  1.2152e-03
 1.2125e-02  1.1275e-03
 1.2223e-02  1.1376e-03
 1.2322e-02  1.0919e-03
 1.2421e-02  8.4478e-04
 1.2521e-02  9.1858e-04
 1.2622e-02  8.4779e-04
 1.2724e-02  8.5082e-04
 1.2827e-02  8.9914e-04
 1.2930e-02  1.0900e-03
 1.3034e-02  1.0241e-03
 1.3139e-02  1.1056e-03
 1.3245e-02  9.4685e-04
 1.3325e-02  1.0406e-03
 1.3433e-02  9.1532e-04
 1.3541e-02  6.2172e-04
 1.3623e-02  7.6046e-04
 1.3733e-02  6.9562e-04
 1.3843e-02  9.3011e-04
 1.3927e-02  1.0314e-03
 1.4039e-02  1.2152e-03
 1.4124e-02  1.1356e-03
 1.4238e-02  1.1684e-03
 1.4324e-02  1.0669e-03
 1.4439e-02  1.1705e-03
 1.4527e-02  1.0746e-03
 1.4644e-02  8.9276e-04
 1.4762e-02  9.8821e-04
 1.4881e-02  1.2282e-03
 1.5001e-02  1.4114e-03
 1.5122e-02  1.3213e-03
 1.5244e-02  1.3475e-03
 1.5366e-02  1.2751e-03
 1.5459e-02  1.2911e-03
 1.5584e-02  1.0842e-03
 1.5710e-02  8.8169e-04
 1.5836e-02  8.6766e-04
 1.5964e-02  1.0296e-03
 1.6060e-02  1.1136e-03
 1.6190e-02  1.0186e-03
 1.6320e-02  1.0006e-03
 1.6419e-02  1.1017e-03
 1.6551e-02  1.0919e-03
 1.6685e-02  9.7770e-04
 1.6786e-02  1.0575e-03
 1.6921e-02  1.2348e-03
 1.7023e-02  1.1664e-03
 1.7160e-02  1.1175e-03
 1.7264e-02  1.5707e-03
 1.7403e-02  1.4863e-03
 1.7508e-02  1.3523e-03
